slug,name,commune_nom,old_lat,old_lon,new_lat,new_lon,distance_m,confiance,n_sources,sources_used,inter_max_m,osm_match,wikidata_match,ign_match,applied,pieve_declared,pieve_geocoded,pieve_concordant,doyenne_declared,doyenne_geocoded,doyenne_concordant,note
san_giovanni_morosaglia_merusaglia,San Giovanni (Morosaglia-Merusaglia),Morosaglia,42.32,9.35,42.45981,9.21402,19141.0,FAIBLE,1,ign,0.0,,,"42.45981,9.21402",,pieve_rostino,pieve_rostino,True,doyenne_cortenais,doyenne_cortenais,True,DIST_OVER_5000m
san_giovanni_poggio_di_venaco,San Giovanni (Poggio-di-Venaco),Poggio-di-Venaco,42.27,9.13,42.25702,9.18586,4818.0,FAIBLE,1,ign,0.0,,,"42.25702,9.18586",,pieve_venaco,pieve_venaco,True,doyenne_cortenais,doyenne_cortenais,True,
san_giovanni_popolasca,San Giovanni (Popolasca),Popolasca,42.47,9.05,41.91318,8.87122,63643.5,FAIBLE,1,ign,0.0,,,"41.91318,8.87122",,pieve_caccia,pieve_ornano,False,doyenne_cortenais,doyenne_prunelli_taravo_valinco,False,DIST_OVER_5000m
san_giovanni_tomino,San Giovanni (Tomino),Tomino,42.935,9.41,42.01762,9.34974,102127.9,FAIBLE,1,ign,0.0,,,"42.01762,9.34974",,pieve_rogliano,pieve_fiumorbo,False,doyenne_du_cap,doyenne_plaine_orientale,False,DIST_OVER_5000m
san_marcellu_vivario,San Marcellu (Vivario),Vivario,42.285,9.083,42.57555,9.01608,32771.1,FAIBLE,1,ign,0.0,,,"42.57555,9.01608",,pieve_vivario,pieve_balagne,False,doyenne_cortenais,doyenne_balagne,False,DIST_OVER_5000m
san_martino_de_patrimonio,San Martino de Patrimonio,Patrimonio,42.6925,9.3475,42.70042,9.36121,1425.0,FAIBLE,1,ign,0.0,,,"42.70042,9.36121",,pieve_nebbiu,pieve_nebbiu,True,doyenne_du_cap,doyenne_du_cap,True,
san_martino_rogliano_village,San Martino (Rogliano village),Rogliano,42.955,9.418,,,,ABSENT,0,,0.0,,,,,pieve_rogliano,,,doyenne_du_cap,,,
san_martinu_alando,San Martinu (Alando),Alando,42.275,9.27,42.19947,9.29027,8562.4,FAIBLE,1,ign,0.0,,,"42.19947,9.29027",,pieve_bozio,pieve_rogna,False,doyenne_cortenais,doyenne_cortenais,True,DIST_OVER_5000m
san_martinu_casanova,San Martinu (Casanova),Casanova,42.31,9.07,42.57964,9.42174,41616.0,FAIBLE,2,osm+ign,34844.5,"42.42327,9.40831",,"42.73601,9.43516",,pieve_giovellina,pieve_mariana,False,doyenne_cortenais,doyenne_du_golo,False,DIST_OVER_5000m
san_martinu_luri,San Martinu (Luri),Luri,42.91,9.39,42.47777,9.49674,48847.1,FAIBLE,1,ign,0.0,,,"42.47777,9.49674",,pieve_luri,pieve_casinca,False,doyenne_du_cap,doyenne_du_golo,False,DIST_OVER_5000m
