slug,name,lat,lon,doyenne_declared,doyenne_real_geo,doyenne_mismatch,pieve_declared,pieve_real_geo,pieve_mismatch,in_corse_bbox,axe_corpus,note
aiguilles_de_bavella,Aiguilles de Bavella,41.79982,9.21484,,doyenne_extreme_sud,FALSE,,pieve_verde,FALSE,TRUE,patrimoine_naturel_sacre,
albitretu,Albitretu alignement,41.708,8.911,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_istria,pieve_istria,FALSE,TRUE,megalithes,
aleria_antique,Aléria antique,42.105,9.513,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_aleria,pieve_aleria,FALSE,TRUE,patrimoine_bati_remarquable,
alignement_figari,Alignement de Figari,41.498,9.108,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_freto,pieve_freto,FALSE,TRUE,megalithes,
alignement_montegrosso,Alignement de Montegrosso,42.608,8.869,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,megalithes,
alo_bisuje,Alo Bisuje (casteddu),41.613,8.8987,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
appazu,Appazu,41.546,8.876,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
barcaggio,Barcaggio menhirs,42.973,9.415,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_rogliano,pieve_rogliano,FALSE,TRUE,megalithes,
barrage_alesani,Barrage Alesani,42.29833,9.485,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,,pieve_campoloro,FALSE,TRUE,patrimoine_industriel,
barrage_de_calacuccia,Barrage Calacuccia,42.32944,9.02222,doyenne_cortenais,doyenne_cortenais,FALSE,,pieve_niolu,FALSE,TRUE,patrimoine_industriel,
barrage_du_rizzanese,Barrage du Rizzanese,41.73472,9.11444,,doyenne_extreme_sud,FALSE,,pieve_carbini,FALSE,TRUE,patrimoine_industriel,
barrage_padula,Barrage Padula,42.62806,9.32278,,doyenne_du_cap,FALSE,,pieve_nebbiu,FALSE,TRUE,patrimoine_industriel,
basilique_d_orezza_ruines_piedicroce,Basilique d'Orezza (ruines) (Piedicroce),42.358,9.395,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_orezza,pieve_orezza,FALSE,TRUE,edifices_romans,
bastia_citadelle,Bastia / Citadelle génoise,42.69366,9.45106,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_bastia,pieve_bastia,FALSE,TRUE,patrimoine_bati_remarquable,
bizzicu_rossu,Bizzicu Rossu dolmen,41.6014,8.8795,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
bocca_di_a_pila,Bocca di a Pila,41.54,8.93,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
bonifacio_remparts,Bonifacio remparts,41.387,9.159,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_bonifacio,pieve_bonifacio,FALSE,TRUE,patrimoine_bati_remarquable,
calanques_de_piana,Calanques de Piana,42.2525,8.65722,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,,pieve_vico,FALSE,TRUE,patrimoine_naturel_sacre,
caldane_zevaco,Caldane (Zévaco),41.902,9.035,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_verde,pieve_ornano,TRUE,TRUE,patrimoine_divers,
campanile_san_pancrazio_castellare_di_casinca,San Pancrazio de Castellare-di-Casinca,42.5128,9.4783,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_casinca,pieve_casinca,FALSE,TRUE,edifices_romans,
cap_corse_extreme_nord,Capu Bianchi — extrême nord Cap Corse,43.005,9.395,,doyenne_du_cap,FALSE,,pieve_rogliano,FALSE,TRUE,patrimoine_naturel_sacre,
caporalino,Caporalino,42.392,9.225,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_rostino,pieve_vallerustie,TRUE,TRUE,megalithes,
capu_di_logu,Capu di Logu,41.6212,8.8424,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_bonifacio,pieve_sartene,TRUE,TRUE,megalithes,
capula_torre,Capula torre,41.735,9.1,,doyenne_extreme_sud,FALSE,,pieve_carbini,FALSE,TRUE,megalithes,
cardiccia,Cardiccia dolmen,41.5582,8.9412,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
cargese_grec_latin,Les deux églises de Cargèse,42.1336,8.5947,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_vico,pieve_vico,FALSE,TRUE,edifices_romans,
casa_di_l_orca,Casa di l'Orca dolmen,42.666,9.261,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,megalithes,
casa_di_u_banditu,Casa di u Banditu,42.725,9.16,doyenne_du_cap,doyenne_du_golo,TRUE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,megalithes,
castaldu,Statue-menhir de Castaldu,41.9309,9.1332,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_verde,pieve_verde,FALSE,TRUE,megalithes,
casteddu_bastelica,Casteddu de Bastelica,42.03,8.81,doyenne_prunelli_taravo_valinco,doyenne_piana_vico_sari,TRUE,pieve_ornano,pieve_cinarca,TRUE,TRUE,megalithes,
casteddu_caleca,Casteddu di Caleca,41.655,8.965,doyenne_extreme_sud,doyenne_prunelli_taravo_valinco,TRUE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
casteddu_lozari,Casteddu di Lozari,42.56,8.87,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,megalithes,
castellacciu_san_colombano,Castellacciu San Colombano,42.967,9.425,,doyenne_du_cap,FALSE,,pieve_rogliano,FALSE,TRUE,chateaux_medievaux,
castello_d_istria,Castello d'Istria,41.595,9.015,,doyenne_extreme_sud,FALSE,,pieve_sartene,FALSE,TRUE,chateaux_medievaux,
castello_della_rocca,Castello della Rocca,41.86,9,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_istria,pieve_ornano,TRUE,TRUE,chateaux_medievaux,
castello_di_baricci,Castello di Baricci,41.844,8.774,,doyenne_prunelli_taravo_valinco,FALSE,,pieve_ornano,FALSE,TRUE,chateaux_medievaux,
castellu_araghju,Castellu d'Araghju,41.575,9.245,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_carbini,pieve_carbini,FALSE,TRUE,megalithes,
castellu_d_itali,Castellu d'Itali,41.547,8.952,,doyenne_extreme_sud,FALSE,,pieve_sartene,FALSE,TRUE,chateaux_medievaux,
castellu_di_bozzi_guitera,Castellu di Bozzi (Guitera),41.9139,9.08667,,doyenne_prunelli_taravo_valinco,FALSE,,,FALSE,TRUE,chateaux_medievaux,
castellu_di_u_grecu,Castellu di u Grecu,41.528,8.922,,doyenne_extreme_sud,FALSE,,pieve_sartene,FALSE,TRUE,chateaux_medievaux,
castelnovo_bicchisano,Castelnovo (Bicchisano),41.587,8.981,doyenne_plaine_orientale,doyenne_extreme_sud,TRUE,pieve_verde,pieve_sartene,TRUE,TRUE,chateaux_medievaux,
castidetta,Castidetta menhirs,41.95,9.31,doyenne_prunelli_taravo_valinco,doyenne_plaine_orientale,TRUE,pieve_verde,pieve_verde,FALSE,TRUE,megalithes,
cathedrale_du_nebbio,Cathédrale Sainte-Marie du Nebbio,42.6814,9.3025,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,edifices_romans,
cathedrale_saint_jean_baptiste_de_calvi,Cathédrale Saint-Jean-Baptiste de Calvi,42.5658,8.7569,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,edifices_romans,
cauria_i_stantari,I Stantari / Cauria,41.5304,8.9218,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
cauria_renaghju,Renaghju,41.5266,8.9212,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
ceccia_torre,Ceccia torre,41.5626,9.2447,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_carbini,pieve_carbini,FALSE,TRUE,megalithes,
citadelle_de_calvi,Citadelle de Calvi,42.56838,8.76071,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,patrimoine_bati_remarquable,
citadelle_de_corte,Citadelle de Corte / Casteddu di Corti,42.305,9.149,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_talcini,pieve_talcini,FALSE,TRUE,patrimoine_bati_remarquable,
ciutulaghja,Ciutulaghja,41.721,9.113,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_carbini,pieve_carbini,FALSE,TRUE,megalithes,
couvent_d_orezza,Couvent d'Orezza,42.3275,9.3611,doyenne_du_golo,doyenne_plaine_orientale,TRUE,pieve_orezza,pieve_alesani,TRUE,TRUE,edifices_romans,
couvent_saint_francois_de_pino,Couvent Saint-François de Pino,42.9447,9.3403,doyenne_du_cap,,FALSE,pieve_luri,,FALSE,TRUE,edifices_romans,doyenne_geo_NONE; pieve_geo_NONE
couvent_sant_antoni_de_calvi,Couvent Sant'Antoni de Calvi,42.5644,8.7572,doyenne_balagne,,FALSE,pieve_balagne,,FALSE,TRUE,edifices_romans,doyenne_geo_NONE; pieve_geo_NONE
cucuruzzu_capula,Cucuruzzu / Capula,41.7172,9.1287,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_carbini,pieve_carbini,FALSE,TRUE,megalithes,
defile_de_lancone,Défilé de Lancône,42.595,9.395,,doyenne_du_golo,FALSE,,pieve_nebbiu,FALSE,TRUE,patrimoine_bati_remarquable,
desert_des_agriate,Désert des Agriate,42.68,9.1,,doyenne_du_golo,FALSE,,pieve_nebbiu,FALSE,TRUE,patrimoine_naturel_sacre,
diocese_d_ajaccio,Diocèse d'Ajaccio,41.9192,8.7383,,doyenne_ajaccio,FALSE,,pieve_ajaccio,FALSE,TRUE,diocese_medieval,
diocese_d_aleria,Diocèse d'Aleria,42.1142,9.5097,,doyenne_plaine_orientale,FALSE,,pieve_aleria,FALSE,TRUE,diocese_medieval,
diocese_de_mariana,Diocèse de Mariana,42.5267,9.4669,,doyenne_du_golo,FALSE,,pieve_casinca,FALSE,TRUE,diocese_medieval,
diocese_de_sagone,Diocèse de Sagone,42.1219,8.6892,,doyenne_piana_vico_sari,FALSE,,pieve_vico,FALSE,TRUE,diocese_medieval,
diocese_du_nebbio,Diocèse du Nebbio,42.6814,9.3025,,doyenne_du_cap,FALSE,,pieve_nebbiu,FALSE,TRUE,diocese_medieval,
dolmen_fontanaccia,Dolmen Fontanaccia,41.5296,8.9183,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
dolmen_serra,Dolmen de la Serra,42.669,9.2649,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,megalithes,
filitosa,Filitosa,41.7478,8.8713,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_istria,pieve_istria,FALSE,TRUE,megalithes,
guagno_les_bains,Guagno-les-Bains,42.157,8.894,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_sorroinsu,pieve_sorroinsu,FALSE,TRUE,patrimoine_divers,
la_canonica,La Canonica,42.5267,9.4669,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_mariana,pieve_casinca,TRUE,TRUE,edifices_romans,
la_canonica_santa_maria_assunta_lucciana_mariana,La Canonica (Santa Maria Assunta) (Lucciana/Mariana),42.465,9.452,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_mariana,pieve_casinca,TRUE,TRUE,edifices_romans,
la_trinita_de_prunelli_di_fiumorbo,La Trinità de Prunelli-di-Fiumorbo,42.0011,9.3597,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_fiumorbo,pieve_fiumorbo,FALSE,TRUE,edifices_romans,
la_trinite_d_aregno,La Trinité d'Aregno,42.6058,8.8597,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,edifices_romans,
lac_de_creno,Lac de Creno,42.20512,8.94635,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,,pieve_sorroinsu,FALSE,TRUE,patrimoine_naturel_sacre,
lac_de_nino,Lac de Nino,42.25556,8.94028,doyenne_cortenais,doyenne_cortenais,FALSE,,pieve_talcini,FALSE,TRUE,patrimoine_naturel_sacre,
lac_thermal_de_tora,Lac thermal de Tora,41.781,9.069,,doyenne_extreme_sud,FALSE,,pieve_tallano,FALSE,TRUE,patrimoine_divers,
lion_de_roccapina,Lion de Roccapina,41.498,8.93,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
mamucci,Mamucci menhirs,42.66,9.2,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_casacconi,pieve_nebbiu,TRUE,TRUE,megalithes,
manzavinu,Manzavinu alignement,41.58,8.91,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
menhir_calenzana,Menhir de Calenzana,42.507,8.855,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,megalithes,
menhir_casaglione,Menhir de Casaglione,42.16,8.72,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_cinarca,pieve_vico,TRUE,TRUE,megalithes,
menhir_nonza,Menhir de Nonza,42.777,9.345,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_nonza,pieve_nonza,FALSE,TRUE,megalithes,
menhir_sermano,Menhir de Sermano,42.31,9.249,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_rogna,,FALSE,TRUE,megalithes,pieve_geo_NONE
menhirs_agriate,Menhirs d'Agriate,42.66,9.15,doyenne_du_cap,doyenne_du_golo,TRUE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,megalithes,
min_argentella,Argentella — galène argentifère (non uranifère) + mémoire nucléaire 1960,42.354,8.882,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_filosorma,TRUE,TRUE,patrimoine_divers,
min_canari,Carrière-usine d'amiante de Canari — démolition 2025-2026,42.822,9.325,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_canari,pieve_canari,FALSE,TRUE,patrimoine_divers,
min_ersa,Mine d'antimoine d'Ersa,42.99,9.395,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_rogliano,pieve_rogliano,FALSE,TRUE,patrimoine_divers,
min_luri,Mine d'antimoine de Luri,42.88,9.392,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_luri,pieve_luri,FALSE,TRUE,patrimoine_divers,
min_meria,Mines d'antimoine de Meria — plus grand gisement Cap Corse,42.965,9.43,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_luri,pieve_rogliano,TRUE,TRUE,patrimoine_divers,
min_morsiglia,Mine de cuivre de Morsiglia,43.0,9.41,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_pino,pieve_rogliano,TRUE,TRUE,patrimoine_divers,
mine_d_amiante_de_canari,Mine d'amiante de Canari,42.82,9.33,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_canari,pieve_canari,FALSE,TRUE,patrimoine_divers,
mine_de_magnetite_de_farinole,Mine de magnétite de Farinole,42.73,9.332,doyenne_du_cap,,FALSE,pieve_nebbiu,,FALSE,TRUE,patrimoine_divers,doyenne_geo_NONE; pieve_geo_NONE
mine_de_matra_bravona,Mine de Matra (Bravona),42.417,9.29,doyenne_plaine_orientale,doyenne_cortenais,TRUE,pieve_bozio,pieve_rostino,TRUE,TRUE,patrimoine_divers,
monte_cinto,Monte Cinto,42.37972,8.94583,doyenne_du_golo,doyenne_cortenais,TRUE,,pieve_caccia,FALSE,TRUE,patrimoine_naturel_sacre,
monte_genova,Monte Genova mégalithes,42.64,9.1,doyenne_du_golo,doyenne_balagne,TRUE,pieve_casacconi,pieve_nebbiu,TRUE,TRUE,megalithes,
monte_revincu,Monte-Revincu,42.6704,9.2585,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,megalithes,
monte_san_petrone,Monte San Petrone,42.39625,9.32681,doyenne_du_golo,doyenne_du_golo,FALSE,,pieve_orezza,FALSE,TRUE,patrimoine_naturel_sacre,
monte_stello,Monte Stello,42.78855,9.41853,doyenne_du_cap,doyenne_du_cap,FALSE,,pieve_brando,FALSE,TRUE,patrimoine_naturel_sacre,
notre_dame_de_l_assomption_cathedrale_d_ajaccio_ajaccio,Notre-Dame de l'Assomption (Cathédrale d'Ajaccio),41.919,8.736,doyenne_ajaccio,doyenne_ajaccio,FALSE,pieve_ajaccio,pieve_ajaccio,FALSE,TRUE,edifices_romans,
oratoire_santa_croce_bastia_haute_bastia_citadelle,Oratoire Santa Croce (Bastia haute) (Bastia citadelle),42.66,9.192,doyenne_du_cap,doyenne_du_golo,TRUE,pieve_bastia,pieve_nebbiu,TRUE,TRUE,edifices_romans,
pacciunituli,Pacciunituli,41.724,9.168,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_carbini,pieve_carbini,FALSE,TRUE,megalithes,
palaggiu,Palaggiu / Paddaghju,41.5569,8.8869,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
pastini,Pastini cercle de pierres,41.5527,8.9347,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
petra_pinzuta,Petra Pinzuta,41.622,8.988,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
pietrapola_station_thermale,Pietrapola (station thermale),42.057,9.388,,doyenne_plaine_orientale,FALSE,,pieve_aleria,FALSE,TRUE,patrimoine_divers,
pieve_statues_menhirs,Piève statues-menhirs,42.582,9.289,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,megalithes,
pinzu_a_vergine,Pinzu a Vergine,42.88,9.378,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_canari,pieve_canari,FALSE,TRUE,megalithes,
poggio_di_nazza,Poggio-di-Nazza,42.01,9.2,doyenne_plaine_orientale,doyenne_prunelli_taravo_valinco,TRUE,pieve_fiumorbo,pieve_verde,TRUE,TRUE,megalithes,
poggio_di_venaco,Poggio-di-Venaco mégalithes,42.235,9.152,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_venaco,pieve_venaco,FALSE,TRUE,megalithes,
pont_d_altiani,Pont d'Altiani,42.279,9.189,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_rogna,pieve_talcini,TRUE,TRUE,patrimoine_divers,
pont_de_pianella_ota,Pont de Pianella (Ota),42.268,8.744,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_vico,pieve_vico,FALSE,TRUE,patrimoine_divers,
pont_de_ponte_novu,Pont de Ponte Novu,42.485,9.28,,doyenne_cortenais,FALSE,,pieve_rostino,FALSE,TRUE,patrimoine_divers,
pont_de_zippitoli_disparu_2023,Pont de Zippitoli (disparu 2023),41.929,8.994,,doyenne_prunelli_taravo_valinco,FALSE,,pieve_ornano,FALSE,TRUE,patrimoine_divers,
punta_campana,Punta Campana,41.62,9.01,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_carbini,pieve_sartene,TRUE,TRUE,megalithes,
reserve_de_scandola,Réserve de Scandola,42.36072,8.56127,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,,pieve_vico,FALSE,TRUE,patrimoine_naturel_sacre,
rizzanese_frati_sora,Menhirs du Rizzanese,41.6468,8.9478,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_sartene,pieve_sartene,FALSE,TRUE,megalithes,
saint_pancrace_de_vico,Couvent Saint-Pancrace de Vico,42.1672,8.7997,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_vico,pieve_vico,FALSE,TRUE,edifices_romans,
sainte_lucie_de_sainte_lucie_de_tallano,Sainte-Lucie de Sainte-Lucie-de-Tallano,41.6844,9.0644,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_tallano,pieve_tallano,FALSE,TRUE,edifices_romans,
sainte_marie_majeure_bonifacio,Sainte Marie Majeure Bonifacio,41.3878,9.1583,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_bonifacio,pieve_bonifacio,FALSE,TRUE,patrimoine_divers,
san_andrea_piedicroce,San Andrea (Piedicroce),42.335,9.42,doyenne_du_golo,doyenne_plaine_orientale,TRUE,pieve_orezza,pieve_alesani,TRUE,TRUE,edifices_romans,
san_bartolomeo_serra_di_ferro,San Bartolomeo (Serra-di-Ferro),41.845,8.91,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_istria,pieve_ornano,TRUE,TRUE,edifices_romans,
san_cervone_ancien_eveche_d_aleria_stazzona_piedicorte,San Cervone (ancien évêché d'Aléria) (Stazzona-Piedicorte),42.352,9.382,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_orezza,pieve_orezza,FALSE,TRUE,edifices_romans,
san_cervone_cateri_haute,San Cervone (Cateri haute),42.545,8.97,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,edifices_romans,
san_cervone_costa_ostriconi,San Cervone (Costa (Ostriconi)),42.572,9.018,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,edifices_romans,
san_cervone_de_santa_lucia_di_mercurio,San Cervone de Santa-Lucia-di-Mercurio,42.3392,9.2783,doyenne_cortenais,doyenne_cortenais,FALSE,pieve_talcini,pieve_vallerustie,TRUE,TRUE,edifices_romans,
san_cervone_santa_reparata_santa_reparata_di_balagna,San Cervone / Santa Reparata (Santa-Reparata-di-Balagna),42.618,8.892,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,edifices_romans,
san_cervone_stazzona,San Cervone Stazzona,42.3933,9.3683,doyenne_cortenais,doyenne_du_golo,TRUE,pieve_rogna,pieve_orezza,TRUE,TRUE,patrimoine_divers,
san_cervone_valle_d_alesani,San Cervone (Valle-d'Alesani),42.25,9.34,doyenne_plaine_orientale,doyenne_cortenais,TRUE,pieve_alesani,pieve_rogna,TRUE,TRUE,edifices_romans,
san_cesario_casalta,San Cesario (Casalta),42.355,9.41,doyenne_du_golo,doyenne_plaine_orientale,TRUE,pieve_ampugnani,pieve_alesani,TRUE,TRUE,edifices_romans,
san_cesario_d_olmeta_olmeta_di_capocorso,San Cesario d'Olmeta (Olmeta-di-Capocorso),42.65,9.19,doyenne_du_cap,doyenne_du_golo,TRUE,pieve_nonza,pieve_nebbiu,TRUE,TRUE,edifices_romans,
san_cesario_quercitello_piedicroce,San Cesario (Quercitello (Piedicroce)),42.35,9.322,doyenne_du_golo,doyenne_cortenais,TRUE,pieve_ampugnani,pieve_vallerustie,TRUE,TRUE,edifices_romans,
san_cipriano_sagone_basse,San Cipriano (Sagone basse),42.11,8.675,,doyenne_piana_vico_sari,FALSE,,pieve_vico,FALSE,TRUE,edifices_romans,
san_colombano_de_barrettali,San Colombano de Barrettali,42.8431,9.3622,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_canari,pieve_canari,FALSE,TRUE,edifices_romans,
san_colombano_monacia_d_aullene_route,San Colombano (Monacia-d'Aullène route),41.57,8.968,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_freto,pieve_sartene,TRUE,TRUE,edifices_romans,
san_colombano_rogliano,San Colombano (Rogliano),42.957,9.418,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_rogliano,pieve_rogliano,FALSE,TRUE,edifices_romans,
san_dominique_bonifacio_bonifacio,San Dominique (Bonifacio),41.388,9.155,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_bonifacio,pieve_bonifacio,FALSE,TRUE,edifices_romans,
san_dominique_bonifacio_remparts,San Dominique (Bonifacio remparts),41.405,9.175,doyenne_extreme_sud,doyenne_extreme_sud,FALSE,pieve_bonifacio,pieve_bonifacio,FALSE,TRUE,edifices_romans,
san_francescu_feliceto,San Francescu (Feliceto),42.565,8.87,doyenne_balagne,doyenne_balagne,FALSE,pieve_balagne,pieve_balagne,FALSE,TRUE,edifices_romans,
san_gavino_oletta,San Gavino (Oletta),42.595,9.25,doyenne_du_cap,doyenne_du_golo,TRUE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,edifices_romans,
san_gavino_san_gavino_di_tenda,San Gavino (San-Gavino-di-Tenda),42.611,9.198,doyenne_du_golo,doyenne_du_golo,FALSE,pieve_nebbiu,pieve_nebbiu,FALSE,TRUE,edifices_romans,
san_giovanni_aleria_plaine,San Giovanni (Aléria plaine),42.105,9.51,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_aleria,pieve_aleria,FALSE,TRUE,edifices_romans,
san_giovanni_antisanti,San Giovanni (Antisanti),42.16,9.34,doyenne_plaine_orientale,doyenne_plaine_orientale,FALSE,pieve_rogna,pieve_rogna,FALSE,TRUE,edifices_romans,
san_giovanni_appietto,San Giovanni (Appietto),42.0,8.78,doyenne_ajaccio,doyenne_ajaccio,FALSE,pieve_ajaccio,pieve_mezzana,TRUE,TRUE,edifices_romans,
san_giovanni_asco_village,San Giovanni (Asco village),42.52,8.95,doyenne_cortenais,doyenne_balagne,TRUE,pieve_caccia,pieve_balagne,TRUE,TRUE,edifices_romans,
san_giovanni_azzana,San Giovanni (Azzana),42.12,8.96,doyenne_piana_vico_sari,doyenne_piana_vico_sari,FALSE,pieve_cruzini,pieve_cruzini,FALSE,TRUE,edifices_romans,
san_giovanni_bastelica,San Giovanni (Bastelica),42.06,8.93,doyenne_prunelli_taravo_valinco,doyenne_ajaccio,TRUE,pieve_ornano,pieve_celavo,TRUE,TRUE,edifices_romans,
san_giovanni_bastelicaccia,San Giovanni (Bastelicaccia),41.88,8.81,doyenne_prunelli_taravo_valinco,doyenne_prunelli_taravo_valinco,FALSE,pieve_ajaccio,pieve_ornano,TRUE,TRUE,edifices_romans,
san_giovanni_bastia_basse_ville,San Giovanni (Bastia basse ville),42.695,9.445,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_bastia,pieve_bastia,FALSE,TRUE,edifices_romans,
san_giovanni_bastia_terra_vecchia,San Giovanni (Bastia (Terra Vecchia)),42.55,9.45,doyenne_du_cap,doyenne_du_golo,TRUE,pieve_bastia,pieve_mariana,TRUE,TRUE,edifices_romans,
san_giovanni_bastia_ville,San Giovanni (Bastia-Ville),42.705,9.448,doyenne_du_cap,doyenne_du_cap,FALSE,pieve_bastia,pieve_bastia,FALSE,TRUE,edifices_romans,
san_giovanni_battista_azilone_ampaza,San Giovanni Battista (Azilone-Ampaza),42.045,8.91,doyenne_prunelli_taravo_valinco,doyenne_ajaccio,TRUE,pieve_cruzini,pieve_celavo,TRUE,TRUE,edifices_romans,
