slug,name,commune_nom,old_lat,old_lon,new_lat,new_lon,distance_m,confiance,n_sources,sources_used,inter_max_m,osm_match,wikidata_match,ign_match,applied,pieve_declared,pieve_geocoded,pieve_concordant,doyenne_declared,doyenne_geocoded,doyenne_concordant,note
san_quilicu_pianottoli_haute,San Quilicu (Pianottoli haute),Piano,41.475,9.095,42.80557,9.37169,149701.1,FAIBLE,1,ign,0.0,,,"42.80557,9.37169",,pieve_ampugnani,pieve_canari,False,doyenne_du_golo,doyenne_du_cap,False,DIST_OVER_5000m
san_quilicu_vallecalle,San Quilicu (Vallecalle),Vallecalle,42.67,9.24,42.59852,9.34037,11427.6,FAIBLE,1,ign,0.0,,,"42.59852,9.34037",,pieve_nebbiu,pieve_nebbiu,True,doyenne_du_golo,doyenne_du_golo,True,DIST_OVER_5000m
san_raineru_corbara,San Raineru (Corbara),Corbara,42.57,8.93,42.61619,8.90578,5505.3,FAIBLE,1,ign,0.0,,,"42.61619,8.90578",,pieve_balagne,pieve_balagne,True,doyenne_balagne,doyenne_balagne,True,DIST_OVER_5000m
san_raineru_montegrosso_feliceto,San Raineru (Montegrosso (Feliceto)),Montegrosso,42.555,8.855,42.55193,8.82765,2266.4,FAIBLE,1,ign,0.0,,,"42.55193,8.82765",,pieve_balagne,pieve_balagne,True,doyenne_balagne,doyenne_balagne,True,
san_tumasgiu_speloncato,San Tumasgiu (Speloncato),Speloncato,42.577,8.935,42.56302,8.97646,3734.3,FAIBLE,1,ign,0.0,,,"42.56302,8.97646",,pieve_balagne,pieve_balagne,True,doyenne_balagne,doyenne_balagne,True,
sant_andrea_sant_antonino,Sant'Andrea (Sant'Antonino),Sant'Antonino,42.578,8.878,42.58860,8.90489,2496.8,FAIBLE,1,ign,0.0,,,"42.58860,8.90489",,pieve_balagne,pieve_balagne,True,doyenne_balagne,doyenne_balagne,True,
sant_antoni_couvent_de_calvi_calvi,Sant'Antoni (Couvent de Calvi),Calvi,42.56,8.758,,,,ABSENT,0,,0.0,,,,,pieve_balagne,,,doyenne_balagne,,,
santa_maria_campile,Santa Maria (Campile),Campile,42.4,9.405,42.55730,8.76823,55072.0,FAIBLE,1,ign,0.0,,,"42.55730,8.76823",,pieve_casacconi,,?,doyenne_du_golo,,?,DIST_OVER_5000m
santa_maria_carpineto,Santa Maria (Carpineto),Carpineto,42.33,9.3,42.02802,8.84249,50484.9,FAIBLE,1,ign,0.0,,,"42.02802,8.84249",,pieve_orezza,pieve_mezzana,False,doyenne_du_golo,doyenne_ajaccio,False,DIST_OVER_5000m
santa_maria_cateri,Santa Maria (Cateri),Cateri,42.55,8.91,42.55730,8.76823,11640.6,FAIBLE,1,ign,0.0,,,"42.55730,8.76823",,pieve_balagne,,?,doyenne_balagne,,?,DIST_OVER_5000m
santa_maria_de_la_rescamone_vescovato,Santa Maria de la Rescamone (Vescovato),Vescovato,42.445,9.428,,,,ABSENT,0,,0.0,,,,,pieve_casinca,,,doyenne_du_golo,,,
santa_maria_giocatojo,Santa Maria (Giocatojo),Giocatojo,42.368,9.42,42.23492,9.05834,33220.9,FAIBLE,2,osm+ign,66721.0,"42.43704,9.35780",,"42.03280,8.75888",,pieve_ampugnani,pieve_talcini,False,doyenne_du_golo,doyenne_cortenais,False,DIST_OVER_5000m
santa_maria_loreto_di_casinca,Santa Maria (Loreto-di-Casinca),Loreto-di-Casinca,42.43,9.35,42.48603,9.44413,9922.2,FAIBLE,1,ign,0.0,,,"42.48603,9.44413",,pieve_casinca,pieve_casinca,True,doyenne_du_golo,doyenne_du_golo,True,DIST_OVER_5000m
santa_maria_lucciana_interieur,Santa Maria (Lucciana intérieur),Lucciana,42.5,9.43,42.93245,9.46489,48170.6,FAIBLE,1,ign,0.0,,,"42.93245,9.46489",,pieve_mariana,pieve_luri,False,doyenne_du_golo,doyenne_du_cap,False,DIST_OVER_5000m
santa_maria_moncale,Santa Maria (Moncale),Moncale,42.51,8.85,,,,ABSENT,0,,0.0,,,,,pieve_balagne,,,doyenne_balagne,,,
santa_maria_nessa,Santa Maria (Nessa),Nessa,42.555,9.05,42.43734,9.40942,32241.6,FAIBLE,1,ign,0.0,,,"42.43734,9.40942",,pieve_caccia,pieve_ampugnani,False,doyenne_balagne,doyenne_du_golo,False,DIST_OVER_5000m
santa_maria_novella_basse,Santa Maria (Novella basse),Novella,42.588,9.032,,,,ABSENT,0,,0.0,,,,,pieve_caccia,,,doyenne_balagne,,,
santa_maria_polveroso,Santa Maria (Polveroso),Polveroso,42.345,9.395,42.35077,9.51586,9953.0,FAIBLE,1,ign,0.0,,,"42.35077,9.51586",,pieve_orezza,pieve_moriani,False,doyenne_du_golo,doyenne_plaine_orientale,False,DIST_OVER_5000m
santa_maria_sorio,Santa Maria (Sorio),Sorio,42.56,9.27,42.55730,8.76823,41098.0,FAIBLE,1,ign,0.0,,,"42.55730,8.76823",,pieve_nebbiu,,?,doyenne_du_golo,,?,DIST_OVER_5000m
santa_maria_talasani,Santa Maria (Talasani),Talasani,42.42,9.53,42.40820,9.48026,4288.6,FAIBLE,1,ign,0.0,,,"42.40820,9.48026",,pieve_tavagna,pieve_tavagna,True,doyenne_du_golo,doyenne_du_golo,True,
santa_maria_urtaca,Santa Maria (Urtaca),Urtaca,42.64,9.12,42.55730,8.76823,30225.8,FAIBLE,1,ign,0.0,,,"42.55730,8.76823",,pieve_nebbiu,,?,doyenne_balagne,,?,DIST_OVER_5000m
santa_reparata_montemaggiore,Santa Reparata (Montemaggiore),Monte,42.52,8.82,42.35634,9.45244,54997.2,FAIBLE,1,ign,0.0,,,"42.35634,9.45244",,pieve_casacconi,pieve_moriani,False,doyenne_du_golo,doyenne_plaine_orientale,False,DIST_OVER_5000m
santa_reparata_penta_acquatella,Santa Reparata (Penta-Acquatella),Penta-Acquatella,42.415,9.455,42.46458,9.36386,9291.7,FAIBLE,1,ign,0.0,,,"42.46458,9.36386",,pieve_casacconi,pieve_casacconi,True,doyenne_du_golo,doyenne_du_golo,True,DIST_OVER_5000m
santa_restituta_belgodere_haute,Santa Restituta (Belgodère haute),Belgodère,42.51,8.882,42.95791,9.41648,66227.4,FAIBLE,1,ign,0.0,,,"42.95791,9.41648",,pieve_balagne,pieve_rogliano,False,doyenne_balagne,doyenne_du_cap,False,DIST_OVER_5000m
santa_restuda_restituda_calenzana,Santa Restuda / Restituda (Calenzana),Calenzana,42.54,8.79,42.51438,8.85670,6163.8,FAIBLE,1,ign,0.0,,,"42.51438,8.85670",,pieve_balagne,pieve_balagne,True,doyenne_balagne,doyenne_balagne,True,DIST_OVER_5000m
stazzona_di_u_diavulu_menhirs,Stazzona di u Diavulu (menhirs),Stazzona,41.545,8.91,42.08138,9.05805,60891.9,FAIBLE,1,ign,0.0,,,"42.08138,9.05805",,pieve_orezza,pieve_celavo,False,doyenne_du_golo,doyenne_ajaccio,False,DIST_OVER_5000m
