Type ouvrage;Code ligne 1;Nom ligne 1;Etat;TENSION;Source donnée;Nombre circuit;Code ligne 2;Nom ligne 2;Code ligne 3;Nom ligne 3;Code ligne 4;Nom ligne 4;Code ligne 5;Nom ligne 5
AERIEN;ALBERL71M.LAN;LIAISON 400kV N0 1 ALBERTVILLE - MONTAGNY-LES-LANCHES;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CPFL5L41ZG.MO;LIAISON 90kV N0 1 CHAMPFLEUR - COMMERVEIL - MAMERS - REINIERE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;HASTIL31ISSAC;LIAISON 63kV N0 1 HASTIGNAN - ISSAC;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BREUIL62MOLE;LIAISON 225kV N0 2 BREUIL (LE)- MOLE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LESQUL31ONDES;LIAISON 63kV N0 1 LESQUIVE-ONDES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;LESQUL31ONDES;LIAISON 63kV N0 1 LESQUIVE-ONDES;EN EXPLOITATION;63kV;RTE;2;LESQUL32ONDES;LIAISON 63kV N0 2 LESQUIVE-ONDES;;;;;;
AERIEN;JUINEL42LOGES;LIAISON 90kV N0 2 JUINE-LOGES (LES);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;EVRO2L41V.JUH;LIAISON 90kV N0 1 EVRON 2-VILLAINES-LA-JUHEL;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CERGYL61PORCH;LIAISON 225kV N0 1 CERGY-PORCHEVILLE;EN EXPLOITATION;225kV;RTE;2;PORCHL61PUISE;LIAISON 225kV N0 1 PORCHEVILLE-PUISEUX;;;;;;
AERIEN;HOURAL31MIEGE;LIAISON 63kV N0 1 HOURAT-MIEGEBAT;EN EXPLOITATION;63kV;RTE;2;HOURAL31MIEGE;LIAISON 63kV N0 1 HOURAT-MIEGEBAT;;;;;;
AERIEN;L.OR L32ZROU2;LIAISON 63kV N0 2 CARAVELLE-CHEVIRE-LION D OR;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;EGUZOL72VALDI;LIAISON 400kV N0 2 EGUZON - VALDIVIENNE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;B.LOML31FINHA;LIAISON 63kV N0 1 BEAUMONT-DE-LOMAGNE-FINHAN;EN EXPLOITATION;63kV;RTE;2;B.LOML31ZSSPE;LIAISON 63kV N0 1 BEAUMONT-DE-LOMAGNE - DIEUPENTALE - LESQUIVE;;;;;;
AERIEN;FORTAL31ZNEUV;LIAISON 63kV N0 1 COSNE-FORTAIE (LA)-NEUVY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;POMPIL31PTAC;LIAISON 63kV N0 1 POMPIGNAC - PONTAC;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BROUZL31FESC;LIAISON 63kV N0 1 BROUZEN-FESC (LE);EN EXPLOITATION;63kV;RTE;2;BROUZL32FESC;LIAISON 63kV N0 2 BROUZEN-FESC (LE);;;;;;
AERIEN;BREU5L51ZP.B8;LIAISON 150kV N0 1 BREUIL - PETIT-BOULAY - HENRI-PAUL;EN EXPLOITATION;150kV;RTE;1;;;;;;;;
AERIEN;CHOO5L61MAZUR;LIAISON 225kV N0 1 CHOOZ-MAZURES;EN EXPLOITATION;225kV;RTE;2;CHOO5L62MAZUR;LIAISON 225kV N0 2 CHOOZ-MAZURES;;;;;;
AERIEN;BANN5L32FEUIL;RES. LIAISON 63kV N0 2 BANNES - FEUILLANE;EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;MORBRL61ZORS6;LIAISON 225kV N0 1 MORBRAS - ORSONVILLE - VILLEVAUDE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LANG6L61MORBR;LIAISON 225kV N0 1 LANGLOIS-MORBRAS;EN EXPLOITATION;225kV;RTE;2;MORBRL61ZORS6;LIAISON 225kV N0 1 MORBRAS - ORSONVILLE - VILLEVAUDE;;;;;;
AERIEN;DONZEL61FEROU;LIAISON 225kV N0 1 DONZENAC-FEROUGE;EN EXPLOITATION;225kV;RTE;2;FEROUL61TALAM;LIAISON 225kV N0 1 FEROUGE-TALAMET;;;;;;
AERIEN;LURE L31LUXEU;LIAISON 63kV N0 1 LURE-LUXEUIL;EN EXPLOITATION;63kV;RTE;2;LURE L31RONCH;LIAISON 63kV N0 1 LURE-RONCHAMP;;;;;;
AERIEN;AIX  L32PALUN;LIAISON 63kV N0 2 AIX-PALUN (LA);EN EXPLOITATION;63kV;RTE;2;AIX  L32PALUN;LIAISON 63kV N0 2 AIX-PALUN (LA);;;;;;
AERIEN;DOBERL31PLEMY;LIAISON 63kV N0 1 DOBERIE-PLEMY;EN EXPLOITATION;63kV;RTE;2;DOBERL31ZBROS;LIAISON 63kV N0 1 DOBERIE-GOURAY (LE)-TREGUEUX;;;;;;
AERIEN;MAZIEL41ZDUN;LIAISON 90kV N0 1 DUN - MAZIERES - ORCHIDEES (LES);EN EXPLOITATION;90kV;RTE;2;MAZIEL41ZTROU;LIAISON 90kV N0 1 BUIS (LES) - MARMAGNE - MAZIERES;;;;;;
AERIEN;ALBERL71BATHI;LIAISON 400kV N0 1 ALBERTVILLE - BATHIE (LA);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;VLEDIL41ZGUIS;LIAISON 90kV N0 1 AGNEAUX - GUISLAIN (LE) - VILLEDIEU;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;MARI6L31VANEL;LIAISON 63kV N0 1 MARIE-VANELLE (LA);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MAUREL41SSNOB;LIAISON 90kV N0 1 MAUREIX (LE)-ST-LEONARD-DE-NOBLAT;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;IZON L31ZSSCU;LIAISON 63kV N0 1 CUBNEZAIS-IZON-ST ANDRE DE CUBZAC;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GAMPAL61ZCPB5;LIAISON 225kV N0 1 BEAUMONT-MONTEUX - CHAMPBLAIN - GAMPALOUP;EN EXPLOITATION;225kV;RTE;2;B.MONL62GAMPA;LIAISON 225kV N0 2 BEAUMONT-MONTEUX-GAMPALOUP;;;;;;
AERIEN;CIVAUL76VALDI;LIAISON 400kV N0 6 (AUX2) CIVAUX - VALDIVIENNE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;BECHEL41EGLET;LIAISON 90kV N0 1 BECHE-EGLETONS;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CROIXL61P.ME5;LIAISON 225kV N0 1 CROIX (LA)-PETIT-MENIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DAMPJL31LIEBV;LIAISON 63kV N0 1 DAMPJOUX-LIEBVILLERS;EN EXPLOITATION;63kV;RTE;2;LIEBVL31P.ROI;LIAISON 63kV N0 1 LIEBVILLERS-PONT-DE-ROIDE;;;;;;
AERIEN;LINGOL31T.LAS;LIAISON 63kV N0 1 LINGOSTIERE-TOUR LASCARIS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;DOBERL32LAMBA;LIAISON 63kV N0 2 DOBERIE - LAMBALLE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MURETL31P.SIM;LIAISON 63kV N0 1 MURET-PORTET-ST-SIMON;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CAIL5L61E.BOT;LIAISON 225kV N0 1 CAILLOLS-ENCO-DE-BOTTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CABESL32ZPER5;LIAISON 63kV N0 2 CABESTANY - MAS-BRUNO - PERPIGNAN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BAIXAL32M.BRU;LIAISON 63kV N0 2 BAIXAS-MAS-BRUNO;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;VENDOL42VLERB;LIAISON 90kV N0 2 VENDOME-VILLERBON;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;COLAYL31ZCATO;LIAISON 63kV N0 1 COLAYRAC-ST LIVRADE-CATOY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;HENINL41M.JUL;LIAISON 90kV N0 1 HENIN-MOTTE JULIENNE (LA);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;V.JUHL41ZTOUA;LIAISON 90kV N0 1 ALENCON - FRESNAY - VILLAINES-LA-JUHEL;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;AMBE5L31ISSOI;LIAISON 63kV N0 1 AMBERT-ISSOIRE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BROUSL31SSDIZ;LIAISON 63kV N0 1 BROUSSEVAL-ST-DIZIER;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MIGOEL51TUCOY;LIAISON 150kV N0 1 MIGOELOU - TUCOY;EN EXPLOITATION;150kV;RTE;1;;;;;;;;
AERIEN;SOUL6L31ZSOU5;LIAISON 63kV N0 1 SOULAC (SNCF) - SOULAC - ST-VIVIEN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;COUDOL32HYERE;LIAISON 63kV N0 2 COUDON (LE)-HYERES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ARLESL31SSCRA;LIAISON 63kV N0 1 ARLES-ST-MARTIN-DE-CRAU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;COMM7L41MAMER;LIAISON 90kV N0 1 COMMERVEIL-MAMERS;EN EXPLOITATION;90kV;RTE;2;COMM7L41ZMAME;LIAISON 90kV N0 1 CHAMPFLEUR - COMMERVEIL - MAMERS - REINIERE;;;;;;
AERIEN;GUIG5L31ZGUIG;LIAISON 63kV N0 1 BARBUISE-GUIGNONS (LES)-NOGENT-SUR-SEINE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BEZAUL31MILLE;LIAISON 63kV N0 1 BEZAUMONT-MILLERY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CISSAL31LAZAR;RES. LIAISON 63kV N0 1  CISSAC - LAZARET (LE);EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;GAMPAL31SSCLA;LIAISON 63kV N0 1 GAMPALOUP-ST-CLAIR;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MASSYL62VLEJU;LIAISON 225kV N0 2 MASSY-VILLEJUST;EN EXPLOITATION;225kV;RTE;2;MASSYL61VLEJU;RES. LIAISON 225kV N0 1  MASSY - VILLEJUST;;;;;;
AERIEN;BXTO5L62LATEN;LIAISON 225kV N0 2 BEAUTOR(POSTE)-LATENA;EN EXPLOITATION;225kV;RTE;2;BXTO5L63LATEN;LIAISON 225kV N0 3 BEAUTOR(POSTE) - LATENA;;;;;;
AERIEN;CAVALL31LAVAN;LIAISON 63kV N0 1 CAVALAIRE-LAVANDOU (LE);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;B.LOML31FINHA;LIAISON 63kV N0 1 BEAUMONT-DE-LOMAGNE-FINHAN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;AURILL41JUSSA;LIAISON 90kV N0 1 AURILLAC-JUSSAC;EN EXPLOITATION;90kV;RTE;2;GATELL41JUSSA;LIAISON 90kV N0 1 GATELLIER-JUSSAC;;;;;;
AERIEN;GREZIL31SSPEY;LIAISON 63kV N0 1 GREZILLAC-ST-PEY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ARPENL41ZMAIN;LIAISON 90kV N0 1 ARPENTS (LES)-EPERNON-MAINTENON;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;DUROLL31ZDURO;LIAISON 63kV N0 1 CELLES-DUROLLE-THIERS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;N.SEIL31ZGUIG;LIAISON 63kV N0 1 BARBUISE-GUIGNONS (LES)-NOGENT-SUR-SEINE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CXNAYL41LUISA;LIAISON 90kV N0 1 CHAUNAY-LUISANT;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;REALTL63SEPTE;LIAISON 225kV N0 3 REALTOR - SEPTEMES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SSCESL31VESTR;LIAISON 63kV N0 1 ST-CESAIRE-VESTRIC;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CERETL31TROUI;LIAISON 63kV N0 1 CERET - TROUILLAS;EN EXPLOITATION;63kV;RTE;2;CERETL31TROUI;LIAISON 63kV N0 1 CERET - TROUILLAS;;;;;;
AERIEN;JALISL31SEMEZ;LIAISON 63kV N0 1 JALIS-SEMEZIES;EN EXPLOITATION;63kV;RTE;2;JALISL31SEMEZ;LIAISON 63kV N0 1 JALIS-SEMEZIES;;;;;;
AERIEN;MAMBEL61PUSY;LIAISON 225kV N0 1 MAMBELIN-PUSY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BOUVEL31MTALI;LIAISON 63kV N0 1 BOUVESSE-MONTALIEU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BIBERL31SARRE;LIAISON 63kV N0 1 BIBERKIRCH - SARREBOURG;EN EXPLOITATION;63kV;RTE;2;HEMINL31SARRE;LIAISON 63kV N0 1 HEMING - SARREBOURG;;;;;;
AERIEN;LOUISL41ZPICT;LIAISON 90kV N0 1 LOUISFERT - MESSAC - PAS (LE);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;LAVE5L31POUXE;LIAISON 63kV N0 1 LAVELINE-POUXEUX;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BRUCHL31NERAC;LIAISON 63kV N0 1 BRUCH-NERAC;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;PORCHL32ZMTAL;LIAISON 63kV N0 2 GARGENVILLE - PORCHEVILLE - DER ISSOU - DER MONTALET;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;FARRAL61SAINT;LIAISON 225kV N0 1 FARRADIERE (LA) - SAINTES;EN EXPLOITATION;225kV;RTE;2;PREGUL61SAINT;LIAISON 225kV N0 1 PREGUILLAC - SAINTES;;;;;;
AERIEN;THOURL31ZCNR7;LIAISON 63kV N0 1 CHANTEREINE - MATZ (RESSONS SUR) - THOUROTTE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MOUGUL31MTBRU;LIAISON 63kV N0 1 MONTBRUN-MOUGUERRE;EN EXPLOITATION;63kV;RTE;2;MOUGUL32MTBRU;LIAISON 63kV N0 2 MONTBRUN-MOUGUERRE;;;;;;
AERIEN;CATTEL71VIGY;LIAISON 400kV N0 1 CATTENOM - VIGY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;CERGYL61ZHERB;LIAISON 225kV N0 1 CERGY - CORMEILLES - HERBLAY;EN EXPLOITATION;225kV;RTE;4;CERGYL61ZLIES;LIAISON 225kV N0 1 CERGY - HAUTE-BORNE - LIESSE;CERGYL61ZLIE5;LIAISON 225kV N0 1 CERGY - LIESSE - PLESSIS-GASSOT;CERGYL62ZHER7;LIAISON 225kV N0 2 CERGY - CORMEILLES - HERBLAY;;
AERIEN;MARAIL41SSBAI;LIAISON 90kV N0 1 MARAIS (LE)-ST-PIERRE-DE-BAILLEUL;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;COR.PL61GUERS;LIAISON 225kV N0 1 CORDEMAIS-POSTE-GUERSAC;EN EXPLOITATION;225kV;RTE;2;GUERSL61ZPRIN;LIAISON 225kV N0 1 CORDEMAIS-POSTE - GUERSAC - THEIX;;;;;;
AERIEN;ZGAYEL41ZSERV;LIAISON 90kV N0 1 DOMLOUP - ST-LAURENT - SERVON - TALUS (LES);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;TALUSL41ZGAYE;LIAISON 90kV N0 1 DOMLOUP - ST-LAURENT - SERVON - TALUS (LES);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;RESOLL32ZRESO;LIAISON 63kV N0 2 CANTEGRIT - LABOUHEYRE - MORCENX - RESOLUT;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;AUBAGL31BEDOU;LIAISON 63kV N0 1 AUBAGNE-BEDOULE (LA);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;PEYR7L41SSJUN;LIAISON 90kV N0 1 PEYRILHAC - ST-JUNIEN;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CONCAL61P.ROU;LIAISON 225kV N0 1 CONCARNEAU-POTEAU-ROUGE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MEZEAL41ZP.MI;LIAISON 90kV N0 1 MEZEAUX - POINTE A MITEAU - PINTERIE (LA);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;MEZEAL41PAPAU;LIAISON 90kV N0 1 MEZEAUX-PAPAULT;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BXTO5L62LATEN;LIAISON 225kV N0 2 BEAUTOR(POSTE)-LATENA;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;NIORTL41ZFAYM;LIAISON 90kV N0 1 CHATAIGNERAIE (LA)-FAYMOREAU-NIORT;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;P.MEEL31VLERS;LIAISON 63kV N0 1 PONT-DU-MEE-VILLERS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BEDOUL31ZPENN;LIAISON 63kV N0 1 BEDOULE (LA) - ENCO-DE-BOTTE - PENNE (LA);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;VERREL31VIELM;LIAISON 63kV N0 1 VERREY-VIELMOULIN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GUEBWL61VOGEL;LIAISON 225kV N0 1 GUEBWILLER - VOGELGRUN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GAZERL31ZRAMB;LIAISON 63kV N0 1 COIGNERES-GAZERAN-MARGUAND-RAMBOUILLET-VERRIERES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;.RIDDL61CORNI;LIAISON 225kV N0 1 CORNIER-RIDDES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;SSOREL61VERFE;LIAISON 225kV N0 1 ST-ORENS-VERFEIL;EN EXPLOITATION;225kV;RTE;2;P.SIML62VERFE;LIAISON 225kV N0 2 PORTET-ST-SIMON-VERFEIL;;;;;;
AERIEN;DAMERL41ZCUBR;LIAISON 90kV N0 1 CUBRY (LE) - DAMERY - VERTUS;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CHARVL31TIGNI;LIAISON 63kV N0 1 CHARVIEU-TIGNIEU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BLARIL41HAZEB;LIAISON 90kV N0 1 BLARINGHEM-HAZEBROUCK;EN EXPLOITATION;90kV;RTE;2;GUARBL41HAZEB;LIAISON 90kV N0 1 GUARBECQUE-HAZEBROUCK;;;;;;
AERIEN;BXTO5L32TERGN;LIAISON 63kV N0 2 BEAUTOR(POSTE)-TERGNIER;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ZCAMPL41ZMAL5;LIAISON 90kV N0 1 BOURGAY-CAMPEAUX (LES)-MALAUNAY-VAUPALIERE (LA);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;PATURL31SSGE5;LIAISON 63kV N0 1 PATURAL - ST-GEORGES (CLIENT);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;FORBAL32MARIE;LIAISON 63kV N0 2 FORBACH-MARIENAU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ROBI5L61ZV.BR;LIAISON 225kV N0 1 ROBINSON - VILLEJUST  - ULIS (LES);EN EXPLOITATION;225kV;RTE;2;MOUL8L62VLEJU;LIAISON 225kV N0 2 MOULINEAUX - VILLEJUST;;;;;;
AERIEN;CUBNEL61MQIS;LIAISON 225kV N0 1 CUBNEZAIS-MARQUIS (LE);EN EXPLOITATION;225kV;RTE;2;MQIS L31V.BLA;LIAISON 63kV N0 1 MARQUIS (LE)-VILLENEUVE-DE-BLAYE;;;;;;
AERIEN;CUTRYL31MOULA;LIAISON 63kV N0 1 CUTRY - MOULAINE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CIOTAL31SSCYR;LIAISON 63kV N0 1 CIOTAT (LA) - ST-CYR-SUR-MER;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;HERIML31ZHERI;LIAISON 63kV N0 1 BAYON-HERIMENIL-VINCEY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;COLAYL32P.CAS;LIAISON 63kV N0 2 COLAYRAC-PONT-DU-CASSE;EN EXPLOITATION;63kV;RTE;2;COLAYL33P.CAS;LIAISON 63kV N0 3 COLAYRAC-PONT-DU-CASSE;;;;;;
AERIEN;MARM5L31ZROJA;LIAISON 63kV N0 1 MARMANDE-TONNEINS-ROJA;EN EXPLOITATION;63kV;RTE;2;UNET L31ZROJ5;LIAISON 63kV N0 1 TONNEINS-UNET-ROJA;;;;;;
AERIEN;GOURJL32ZCAR5;LIAISON 63kV N0 2 CARLA - GOURJADE - LUZIERES II;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;DOMLOL41DOUAI;LIAISON 90kV N0 1 DOMLOUP-DOUAIRES;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;VOVESL41ZB.PR;LIAISON 90kV N0 1 DAMBRON - VOVES - BOIS PRINCE (LE);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;GRAFFL61SPORE;LIAISON 225kV N0 1 GRAFFENSTADEN-SPORENINSEL;EN EXPLOITATION;225kV;RTE;2;P.RHIL61STRAS;LIAISON 225kV N0 1 PORT-DU-RHIN-STRASBOURG;;;;;;
AERIEN;BEZAUL72VIGY;LIAISON 400kV N0 2 BEZAUMONT - VIGY;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;NAY  L31ZNAY;LIAISON 63kV N0 1 Portique BORDES-NAY-COARRAZE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;F.MANL31FOURM;LIAISON 63kV N0 1 FOUR MANOIR-FOURMIES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;PODENL31ZEYRA;LIAISON 63kV N0 1 MARTILLAC-PODENSAC-EYRANS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BEZAUL71MARL6;LIAISON 400kV N0 1 BEZAUMONT - MARLENHEIM;EN EXPLOITATION;400kV;RTE;2;MARL6L71SCHEE;LIAISON 400kV N0 1 MARLENHEIM - SCHEER;;;;;;
AERIEN;H.VINL61HELLE;LIAISON 225kV N0 1 HAUT-VINAGE-HELLEMMES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;TUILIL61ZSS11;LIAISON 225kV N0 1 CUBNEZAIS - SAINT-GERAUD-DE-CORPS - TUILIERES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LANG5L31ZKERS;LIAISON 63kV N0 1 CASCADEC-CONCARNEAU-LANGONNET;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MAMBEL61PALEN;LIAISON 225kV N0 1 MAMBELIN-PALENTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BXVALL31CBRY;LIAISON 63kV N0 1 BEAUVAL-CHAMBRY;EN EXPLOITATION;63kV;RTE;2;BXVALL32CBRY;LIAISON 63kV N0 2 BEAUVAL-CHAMBRY;;;;;;
AERIEN;POLY5L31VALE8;LIAISON 63kV N0 1 POLYGONE-VALENCE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CORBIL41TRELA;LIAISON 90kV N0 1 CORBIERE (LA)-TRELAZE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;SAUS2L21ZTEMP;LIAISON 45kV N0 1 SAUSSAZ II (LA)-ST-MICHEL-DE-MAURIENNE (CLIENT)-TEMPLE (LE)(METAL TEMPLE);EN EXPLOITATION;45kV;RTE;1;;;;;;;;
AERIEN;VLEJUL61ZLIN7;LIAISON 225kV N0 1 LIERS - VILLEJUST - PETIT-BOIS (LE);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DAUX L31LESQU;LIAISON 63kV N0 1 DAUX-LESQUIVE;EN EXPLOITATION;63kV;RTE;2;DAUX L32LESQU;LIAISON 63kV N0 2 DAUX-LESQUIVE;;;;;;
AERIEN;VLEMEL41ZLACS;LIAISON 90kV N0 1 LANDE (LA) - MOUSSEAUX - VILLEMENT;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BETHIL31ZBETH;LIAISON 63kV N0 1 BETHISY-DUVY-MORU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;LACQ5L31MARSI;LIAISON 63kV N0 1 LACQ(EAEPF)-MARSILLON;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MAGREL41ZMAGR;LIAISON 90kV N0 1 AURENCE-MAUREIX-MAGRE-MARTINERIE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BREJOL41MAGRE;LIAISON 90kV N0 1 BREJOU (LE) - MAGRE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;C.MERL61MOUGI;LIAISON 225kV N0 1 CAGNES-SUR-MER-MOUGINS;EN EXPLOITATION;225kV;RTE;2;MOUGIL31VALBO;LIAISON 63kV N0 1 MOUGINS-VALBONNE;;;;;;
AERIEN;BELVEL31RQBIL;LIAISON 63kV N0 1 BELVEDERE-ROQUEBILLIERE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GYSSEL31ZGYSS;LIAISON 63kV N0 1 ARBOIS-BOUCHAUD (LE)-GYSSERIE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;PECY L31ZEGLA;LIAISON 63kV N0 1 EGLANTIER-ORMES (LES)-PECY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;RIOU L41ROMOR;LIAISON 90kV N0 1 RIOU-ROMORANTIN;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;.ARKAL61ARGIA;LIAISON 225kV N0 1 ARGIA-ARKALE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LAMBAL31ZSSR5;LIAISON 63kV N0 1 CROIX GIBAT (LA)-LAMBALLE-PONT-ROLLAND;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;HERMIL61LONG6;LIAISON 225kV N0 1 HERMILLON - LONGEFAN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BRUGEL61MQIS;LIAISON 225kV N0 1 BRUGES - MARQUIS (LE);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BARETL41BUQUE;LIAISON 90kV N0 1 BARETTES-BUQUET;EN EXPLOITATION;90kV;RTE;2;BUQUEL41DIEPP;LIAISON 90kV N0 1 BUQUET-DIEPPE;;;;;;
