Type ouvrage;Code ligne 1;Nom ligne 1;Etat;TENSION;Source donnée;Nombre circuit;Code ligne 2;Nom ligne 2;Code ligne 3;Nom ligne 3;Code ligne 4;Nom ligne 4;Code ligne 5;Nom ligne 5
AERIEN;ALBERL73G.ILE;LIAISON 400kV N0 3 ALBERTVILLE - GRANDE-ILE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;FERRAL41ROUS6;LIAISON 90kV N0 1 FERRANDE (LA)-ROUSSINES;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;.ZINTL31FTOY;LIAISON 63kV N0 1 FONTOY - INTERMOSELLE - SOTEL;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ROYANL41SAUJO;LIAISON 90kV N0 1 ROYAN-SAUJON;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CSLLEL61E.BOT;LIAISON 225kV N0 1 CASTELLET (LE) - ENCO-DE-BOTTE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DEGA5L31SSCAT;LIAISON 63kV N0 1 DEGAGNAC-ST-DENIS-CATUS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BRIENL31CRENE;LIAISON 63kV N0 1 BRIENNE-CRENEY;EN EXPLOITATION;63kV;RTE;2;BRIENL31SSDIZ;LIAISON 63kV N0 1 BRIENNE-ST-DIZIER;;;;;;
AERIEN;BEFFEL31GARCH;LIAISON 63kV N0 1 BEFFES-GARCHIZY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;VLEJUL611CLAM;LIAISON 225kV N0 1 CLAMART - VILLEJUST;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ETREPL31ZV.LI;LIAISON 63kV N0 1 ETREPAGNY - GOURNAY - PIQUAGE A LA VALLEE AUX LIEVRES - TRIE-CHATEAU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GUEBWL61LOGEL;LIAISON 225kV N0 1 GUEBWILLER - LOGELBACH;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DISTRL71PICOC;LIAISON 400kV N0 1 DISTRE - PICOCHERIE (LA);EN EXPLOITATION;400kV;RTE;2;PICOCL71VLERB;LIAISON 400kV N0 1 PICOCHERIE (LA) - VILLERBON;;;;;;
AERIEN;ARCACL31ZLAMO;LIAISON 63kV N0 1 ARCACHON-FACTURE-LAMOTHE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CARR5L62ZCAR6;LIAISON 225kV N0 2 CARRES(LES) - DAMBRON - VILLEJUST;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHARPL61VAISE;LIAISON 225kV N0 1 CHARPENAY - VAISE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BOZELL31CONTA;LIAISON 63kV N0 1 BOZEL-CONTAMINE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MQIS L31V.BLA;LIAISON 63kV N0 1 MARQUIS (LE)-VILLENEUVE-DE-BLAYE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ATHELL31BEDOU;LIAISON 63kV N0 1 ATHELIA-BEDOULE (LA);EN EXPLOITATION;63kV;RTE;2;ATHELL31CIOTA;LIAISON 63kV N0 1 ATHELIA-CIOTAT (LA);;;;;;
AERIEN;CHARTL41VLEJU;LIAISON 90kV N0 1 CHARTREUX-VILLEJUST;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;ECHALL71P.COR;LIAISON 400kV N0 1 ECHALAS - PIVOZ-CORDIER;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;PESSAL31ZC.HI;LIAISON 63kV N0 1 FACTURE-PESSAC-CROIX D HINS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;DEGAGL31ZDEGA;LIAISON 63kV N0 1 DEGAGNAC - DEGAGNAC (CLIENT) - GOURDON;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BENETL41F.COM;LIAISON 90kV N0 1 BENET-FONTENAY-LE-COMTE;EN EXPLOITATION;90kV;RTE;2;F.COML41NIORT;LIAISON 90kV N0 1 FONTENAY-LE-COMTE-NIORT;;;;;;
AERIEN;DEGAGL31DEGA5;LIAISON 63kV N0 1 DEGAGNAC (CLIENT) - DEGAGNAC;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;DIGOIL31GUEUG;LIAISON 63kV N0 1 DIGOIN-GUEUGNON;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CASSEL41ZMRNE;LIAISON 90kV N0 1 CASSEAUX - MAUREIX - MARTINERIE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;PREGUL61SAINT;LIAISON 225kV N0 1 PREGUILLAC - SAINTES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GENITL61VLEVA;LIAISON 225kV N0 1 GENITOY-VILLEVAUDE;EN EXPLOITATION;225kV;RTE;2;VLEVAL61ZORS6;LIAISON 225kV N0 1 MORBRAS - ORSONVILLE - VILLEVAUDE;;;;;;
AERIEN;BOLL5L31MRNIE;LIAISON 63kV N0 1 BOLLENE-MARTINIERE (LA);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CZONNL31SOYAU;LIAISON 63kV N0 1 COURONNE (LA)-SOYAUX;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;LONNYL71SEUIL;LIAISON 400kV N0 1 LONNY - SEUIL;EN EXPLOITATION;400kV;RTE;2;LONNYL71VESLE;LIAISON 400kV N0 1 LONNY - VESLE;;;;;;
AERIEN;LURE L31RONCH;LIAISON 63kV N0 1 LURE-RONCHAMP;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GRAFFL61MARCK;LIAISON 225kV N0 1 GRAFFENSTADEN-MARCKOLSHEIM;EN EXPLOITATION;225kV;RTE;2;GRAFFL61SCHEE;LIAISON 225kV N0 1 GRAFFENSTADEN-SCHEER;;;;;;
AERIEN;LURE L31LUXEU;LIAISON 63kV N0 1 LURE-LUXEUIL;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BELNEL41SARAN;LIAISON 90kV N0 1 BELNEUF - SARAN;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;VLEJUL42ZPROV;LIAISON 90kV N0 2 MONTJAY - PROVENCE - VILLEJUST;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;AMPUIL31REVEN;LIAISON 63kV N0 1 AMPUIS-REVENTIN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BAYETL71GAUGL;LIAISON 400kV N0 1 BAYET - GAUGLIN;EN EXPLOITATION;400kV;RTE;2;GAUGLL72SSELO;LIAISON 400kV N0 2 GAUGLIN - ST-ELOI;;;;;;
AERIEN;FOUSCL32LODEV;LIAISON 63kV N0 2 FOUSCAIS - LODEVE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BORIEL31NOAIL;LIAISON 63kV N0 1 BORIETTE (LA)-NOAILLES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MEZE5L71PORC2;RES. LIAISON 400kV N0 1 MEZEROLLES - PORCHEVILLE B;EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;MOUTHL31VALDA;LIAISON 63kV N0 1 MOUTHIER-VALDAHON;EN EXPLOITATION;63kV;RTE;2;ORNANL31VALDA;LIAISON 63kV N0 1 ORNANS-VALDAHON;;;;;;
AERIEN;H.VINL62HELLE;LIAISON 225kV N0 2 HAUT-VINAGE-HELLEMMES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHAZ5L31SOLEI;LIAISON 63kV N0 1 CHAZELLES-SOLEIL (LE);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MASSIL31SAVIG;LIAISON 63kV N0 1 MASSIAC-SAVIGNAC;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CAUDIL41SORRU;LIAISON 90kV N0 1 CAUDIERE-SORRUS;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;B.AIRL31GODIN;LIAISON 63kV N0 1 BEL-AIR-GODIN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BAYEUL41ZCRE7;LIAISON 90kV N0 1 BAYEUX-CREULLY-ODON  (CREULLY TR 411);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;Y.EVEL42ZY.EV;LIAISON 90kV N0 2 ARNAGE - BOURRAY(PAPETERIES) - PONT-DE-GENNES - YVRE L EVEQUE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;GRASSL33P.GR5;LIAISON 63kV N0 3 GRASSE-PLAN-DE-GRASSE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GONCOL31VITTE;LIAISON 63kV N0 1 GONCOURT-VITTEL;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;GRASSL32P.GR5;LIAISON 63kV N0 2 GRASSE-PLAN-DE-GRASSE;EN EXPLOITATION;63kV;RTE;2;GRASSL33P.GR5;LIAISON 63kV N0 3 GRASSE-PLAN-DE-GRASSE;;;;;;
AERIEN;CEBAZL31RIOM;LIAISON 63kV N0 1 CEBAZAT-RIOM;EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;RECY L31SUIPP;LIAISON 63kV N0 1 RECY-SUIPPES;EN EXPLOITATION;63kV;RTE;2;SUIPPL31ZMAUP;LIAISON 63kV N0 1 MAUPAS (A CONTAULT)-REVIGNY-SUIPPES;;;;;;
AERIEN;H.VINL61ZHEL5;LIAISON 225kV N0 1 AVELIN - HAUT-VINAGE - HELLEMMES;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ORME5L31ZEGLA;LIAISON 63kV N0 1 EGLANTIER-ORMES (LES)-PECY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;FORTAL31ZHENR;LIAISON 63kV N0 1 AUBIGNY-FORTAIE (LA)-HENRICHEMONT;EN EXPLOITATION;63kV;RTE;2;FORTAL31ZVAIL;LIAISON 63kV N0 1 FORTAIE (LA)-SANCERRE-VAILLY;;;;;;
AERIEN;THONEL31VNERE;LIAISON 63kV N0 1 THONES-VIGNERES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;COMB6L31S.SAB;LIAISON 63kV N0 1 COMBE (LA)-SAUT-DE-SABO;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;SOISSL31VENIZ;LIAISON 63kV N0 1 SOISSONS-SAINT-PAUL - VENIZEL;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;LANG5L31ZSCAE;LIAISON 63kV N0 2 CASCADEC-CONCARNEAU-LANGONNET-SCAER;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MANO5L31ZMAR7;LIAISON 63kV N0 1 BEAUTOR(POSTE) - MANOISE - MARLE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CENONL33FLOIR;LIAISON 63kV N0 3 CENON - FLOIRAC;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CARRIL31U.MON;LIAISON 63kV N0 1 CARRIERES-USINOR-MONTATAIRE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ARNAGL41ECOMM;LIAISON 90kV N0 1 ARNAGE-ECOMMOY;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CHEV6L41CPFL5;LIAISON 90kV N0 1 CHEVAIN-CHAMPFLEUR;EN EXPLOITATION;90kV;RTE;2;CHEV6L42CPFL5;LIAISON 90kV N0 2 CHEVAIN-CHAMPFLEUR;;;;;;
AERIEN;FISMEL31ORMES;LIAISON 63kV N0 1 FISMES-ORMES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MARMAL41VIERZ;LIAISON 90kV N0 1 MARMAGNE-VIERZON;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;GENLIL31MAGNY;LIAISON 63kV N0 1 GENLIS-MAGNY(-SUR-TILLE);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MALGOL61PASSY;LIAISON 225kV N0 1 MALGOVERT-PASSY;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ARGE5L41HAUTE;LIAISON 90kV N0 1 ARGENTAT-HAUTEFAGE;EN EXPLOITATION;90kV;RTE;2;GATELL41HAUTE;LIAISON 90kV N0 1 GATELLIER-HAUTEFAGE;;;;;;
AERIEN;BROUZL31VIRAD;LIAISON 63kV N0 1 BROUZEN - VIRADEL;EN EXPLOITATION;63kV;RTE;2;VIRADL31ZSALI;LIAISON 63kV N0 1 BESSEGES-SALINDRES-VIRADEL;;;;;;
AERIEN;FTENIL31I.JO5;LIAISON 63kV N0 1 FONTENILLES-ISLE-JOURDAIN;EN EXPLOITATION;63kV;RTE;2;GIMONL31I.JO5;LIAISON 63kV N0 1 GIMONT-ISLE-JOURDAIN;;;;;;
AERIEN;VESLEL61ZCUPE;LIAISON 225kV N0 1 CUPERLY - RECY - VESLE;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;BOUBLL31COMME;LIAISON 63kV N0 1 BOUBLE (LA)-COMMENTRY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MUSSAL41ZCROI;LIAISON 90kV N0 1 GENEVRAIE (LA) - MUSSAY - VILLEMENT;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CERGYL61P.GAS;RES. LIAISON 225kV N0 1 CERGY - PLESSIS-GASSOT;EN EXPLOITATION;HORS TENSION;RTE;2;C.OISL62ZC.OI;RES. LIAISON 225kV N0 2  CHAMPAGNE-SUR-OISE - PIQUAGE A MOURS;;;;;;
AERIEN;MAGNAL41PORCH;LIAISON 90kV N0 1 MAGNANVILLE-PORCHEVILLE;EN EXPLOITATION;90kV;RTE;2;MORVEL41PORCH;LIAISON 90kV N0 1 MORVENT-PORCHEVILLE;;;;;;
AERIEN;MOREAL32SALSI;LIAISON 63kV N0 2 MOREAU-SALSIGNE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;A.BAIL31DRUME;LIAISON 63kV N0 1 AIX-LES-BAINS-DRUMETTAZ;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;AMANVL31MTOIS;LIAISON 63kV N0 1 AMANVILLERS-MONTOIS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;DOBERL31LAMBA;LIAISON 63kV N0 1 DOBERIE - LAMBALLE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ARGOEL42DOUZE;LIAISON 90kV N0 2 ARGOEUVES-DOUZE(LES);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;ENTREL31GUILL;LIAISON 63kV N0 1 ENTREVAUX-GUILLAUMES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MOUSSL31ZBOUC;LIAISON 63kV N0 1 MOUGUERRE-MOUSSEROLLES-LE BOUCAU;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;SAUCOL41TREPO;LIAISON 90kV N0 1 SAUCOURT-TREPORT (LE);EN EXPLOITATION;90kV;RTE;2;BXCH5L42TREPO;LIAISON 90kV N0 2 BEAUCHAMPS - TREPORT (LE);;;;;;
AERIEN;MTLUCL61MTVIC;LIAISON 225kV N0 1 MONTLUCON - MONTVICQ;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;RIBEML31SETIE;LIAISON 63kV N0 1 RIBEMONT-SETIER;EN EXPLOITATION;63kV;RTE;2;RIBEML31SETIE;LIAISON 63kV N0 1 RIBEMONT-SETIER;;;;;;
AERIEN;O.CHAL31RODEZ;LIAISON 63kV N0 1 ONET-LE-CHATEAU-RODEZ;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;LUDREL31ZLUD5;LIAISON 63kV N0 1 LANEUVEVILLE-LUDRES-NEUVES-MAISONS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BONNIL41ZSSV7;LIAISON 90kV N0 1 BONNIERES - MARNIERE - ST ILLIERS LA VILLE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;ANCIZL61ZANCI;LIAISON 225kV N0 1 ANCIZES (Y631) - COMPS - VOLVIC;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;M.BRUL32ZPER5;LIAISON 63kV N0 2 CABESTANY - MAS-BRUNO - PERPIGNAN;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;VOLVIL61ZANCI;LIAISON 225kV N0 1 ANCIZES (Y631) - COMPS - VOLVIC;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;PLAUDL41SSJUN;LIAISON 90kV N0 1 PLAUD-ST-JUNIEN;EN EXPLOITATION;90kV;RTE;2;PLAUDL42SSJUN;LIAISON 90kV N0 2 PLAUD-ST-JUNIEN;;;;;;
AERIEN;P.ROSL31P.SI4;LIAISON 63kV N0 1 PETITE-ROSSELLE-PUITS-SIMON IV;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;DISTRL71GALOR;LIAISON 400kV N0 1 DISTRE - GALOREAUX (LES);EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;DOBERL61TREGU;LIAISON 225kV N0 1 DOBERIE - TREGUEUX;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;GINESL31S.DEN;LIAISON 63kV N0 1 GINESTOUS-SEPT-DENIERS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;B.MONL31POLY5;LIAISON 63kV N0 1 BEAUMONT-MONTEUX-POLYGONE;EN EXPLOITATION;63kV;RTE;2;POLY5L31VALE8;LIAISON 63kV N0 1 POLYGONE-VALENCE;;;;;;
AERIEN;C.OMEL61ZC.OM;LIAISON 225kV N0 1 LATENA - PERTAIN - CRESSY-OMENCOURT;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;DAMBRL41TIVER;LIAISON 90kV N0 1 DAMBRON-TIVERNON;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BARETL41BUQUE;LIAISON 90kV N0 1 BARETTES-BUQUET;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;L.INAL31LESTE;LIAISON 63kV N0 1 LABARTHE-INARD - LESTELLE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CONTAL31ZPOM5;LIAISON 63kV N0 1 CONTAMINE-POMBLIERE-POMBLIERE(POSTE CENTRALE);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CARRIL61MORU;LIAISON 225kV N0 1 CARRIERES-MORU;EN EXPLOITATION;225kV;RTE;2;CARRIL62MORU;RES. LIAISON 225kV N0 2  CARRIERES - MORU;;;;;;
AERIEN;PUTTEL31SSAVO;LIAISON 63kV N0 1 PUTTELANGE-ST-AVOLD;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CAZE5L41VAUPA;LIAISON 90kV N0 1 CAZERIE - VAUPALIERE (LA);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;B.EPIL41ZPRR6;LIAISON 90kV N0 1 BELLE-EPINE - BRUZ - JANAIS (LA);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;GILLYL31ZSSA6;LIAISON 63kV N0 1 GILLY-ST-PIERRE-D ALBIGNY-ST-PIERRE-D ALBIGNY(S.N.C.F.);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;P.BERL31PERRI;LIAISON 63kV N0 1 PERRIGNY-PETIT-BERNARD;EN EXPLOITATION;HORS TENSION;RTE;1;;;;;;;;
AERIEN;GARDOL31ZA.LI;LIAISON 63kV N0 1 AIR-LIQUIDE(SOGIF) - GARDON - PLANTADES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BXBREL41MAURE;LIAISON 90kV N0 1 BEAUBREUIL-MAUREIX (LE);EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;A.LI7L31ZA.LI;LIAISON 63kV N0 1 AIR-LIQUIDE(SOGIF) - GARDON - PLANTADES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CHECYL41ZGOBS;LIAISON 90kV N0 1 CARMES (LES)-CHECY-SOURCE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;LIMONL31ZLIM5;LIAISON 63kV N0 1 BESSEY - GAMPALOUP - LIMONY;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ARDOIL31SSCO5;LIAISON 63kV N0 1 ARDOISE (L )-ST-GENIES-DE-COMOLAS;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;C.RHOL62L.NEU;LIAISON 225kV N0 2 CHATEAUNEUF-DU-RHONE - LOGIS-NEUF;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CRENEL32TRO.E;LIAISON 63kV N0 2 CRENEY-TROYES-EST;EN EXPLOITATION;63kV;RTE;2;CRENEL32TRO.E;LIAISON 63kV N0 2 CRENEY-TROYES-EST;;;;;;
AERIEN;BLAN5L31ZBLA6;LIAISON 63kV N0 1 BLANQUEFORT (FORD) - BRUGES - PIAN-MEDOC (LE);EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;JANE L31P.ORG;LIAISON 63kV N0 1 JANE-PLAN-D ORGON;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;HORDAL41PREMY;LIAISON 90kV N0 1 HORDAIN-PREMY;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;HESDIL41ZB.PL;LIAISON 90kV N0 1 BOUIN-PLUMOISON - HESDIN - SORRUS;EN EXPLOITATION;90kV;RTE;2;SORRUL41ZHESD;LIAISON 90kV N0 1 FREVENT - HESDIN - SORRUS;;;;;;
AERIEN;EPIN5L31ZJONC;LIAISON 63kV N0 1 COSSIGNY-EPINAY-JONCHERE;EN EXPLOITATION;63kV;RTE;2;EPIN5L32ZJON5;LIAISON 63kV N0 2 COSSIGNY - EPINAY - JONCHERE;;;;;;
AERIEN;CHEVIL63ZV.OR;LIAISON 225kV N0 3 CHEVILLY - ULIS (LES) - VILLEJUST;EN EXPLOITATION;225kV;RTE;2;CHEVIL64ZMAS5;LIAISON 225kV N0 4 CHEVILLY - MASSY - VILLEJUST;;;;;;
AERIEN;ENVALL61VOLVI;LIAISON 225kV N0 1 ENVAL-VOLVIC;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;MORCHL61ZTRAN;LIAISON 225kV N0 1 MORCHIES - PERTAIN - TRANSLOY (LE);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ELANCL31PLAI5;LIAISON 63kV N0 1 ELANCOURT-PLAISIR;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CHAT9L41M.SEI;LIAISON 90kV N0 1 CHATRES - MERY-SUR-SEINE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;MENUEL71TAUTE;LIAISON 400kV N0 1 MENUEL - TAUTE;EN EXPLOITATION;400kV;RTE;2;MENUEL72TAUTE;LIAISON 400kV N0 2 MENUEL - TAUTE;;;;;;
AERIEN;CXSSEL31ZBASI;LIAISON 63kV N0 1 BASIN-CHAUSSEE (LA)-MAROLLES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;JONCHL31ZJONC;LIAISON 63kV N0 1 COSSIGNY-EPINAY-JONCHERE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;COQUAL61DRONN;LIAISON 225kV N0 1 COQUAINVILLIERS-DRONNIERE (LA);EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;CHAFFL71COULA;LIAISON 400kV N0 1 CHAFFARD (LE) - COULANGE;EN EXPLOITATION;400kV;RTE;1;;;;;;;;
AERIEN;G.QUEL61VAUPA;LIAISON 225kV N0 1 GRAND-QUEVILLY-VAUPALIERE (LA);EN EXPLOITATION;225kV;RTE;2;VAUPAL41ZDIEP;LIAISON 90kV N0 1 DIEPPEDALLE-GRAND-QUEVILLY-VAUPALIERE (LA);;;;;;
AERIEN;ARGE5L41MARC5;LIAISON 90kV N0 1 ARGENTAT-MARCILLAC;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;ARBREL31CHARP;LIAISON 63kV N0 1 ARBRESLE (L )-CHARPENAY;EN EXPLOITATION;63kV;RTE;2;ARBREL32CHARP;LIAISON 63kV N0 2 ARBRESLE (L )-CHARPENAY;;;;;;
AERIEN;DRONNL42ODON;LIAISON 90kV N0 2 DRONNIERE (LA)-ODON;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;GRIBOL41ZSERI;LIAISON 90kV N0 1 BEAUGENCY-GRIBOUZY (LES)-LESTIOU;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;CHABOL61CHEV5;LIAISON 225kV N0 1 CHABOSSIERE (LA)-CHEVIRE;EN EXPLOITATION;225kV;RTE;3;CHEV5L62ZKERL;LIAISON 225kV N0 2 CHEVIRE - CORDEMAIS-POSTE - MORIHAN;CHABOL31CHEV5;LIAISON 63kV N0 1 CHABOSSIERE (LA)-CHEVIRE;;;;
AERIEN;GRANZL61NIORT;LIAISON 225kV N0 1 GRANZAY-NIORT;EN EXPLOITATION;225kV;RTE;2;GRANZL62NIORT;RES. LIAISON 225kV N0 2 GRANZAY - NIORT;;;;;;
AERIEN;AIRVAL41BRESS;LIAISON 90kV N0 1 AIRVAULT-BRESSUIRE;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
AERIEN;BOLL5L31ZMRN6;LIAISON 63kV N0 1 BOLLENE-MARTINIERE (LA)-PIOLENC;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;MALEBL31P.RHO;LIAISON 63kV N0 1 MALEBARGE-PORT-ST-LOUIS-DU-RHONE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BAZASL31ZSSMA;LIAISON 63kV N0 1 BAZAS-LANGON-ST MACAIRE;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;ECHALL61GIVOR;LIAISON 225kV N0 1 ECHALAS-GIVORS;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;P.GASL61V.BEL;LIAISON 225kV N0 1 PLESSIS-GASSOT - VILLIERS-LE-BEL;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;ANSERL61ZBERC;LIAISON 225kV N0 1 ANSEREUILLES (LES) - BERCLAU - DOUVRIN;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;LESTEL31MANCI;LIAISON 63kV N0 1 LESTELLE-MANCIOUX;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;BLOCAL61ZH.B5;LIAISON 225kV N0 1 ARGOEUVES - BLOCAUX - HORNOY-LE-BOURG;EN EXPLOITATION;225kV;RTE;1;;;;;;;;
AERIEN;AUXONL31COLLO;LIAISON 63kV N0 1 AUXONNE-COLLONGES;EN EXPLOITATION;63kV;RTE;1;;;;;;;;
AERIEN;CTLUSL41ZCHAT;LIAISON 90kV N0 1 CHATELUS - MAUREIX - CHATRE - CROIX-CADET;EN EXPLOITATION;90kV;RTE;1;;;;;;;;
