Code poste;Nom poste;FONCTION;Etat;Tension (kV);departement
AUZAN;AUZANCES;Poste de transformation;EN EXPLOITATION;63kV;Creuse
SSPIE;ST-PIERRE;Poste de transformation;EN EXPLOITATION;63kV;Finistère
AVIG5;AVIGNONET;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
B.MAU;BOURG-ST-MAURICE;Poste de transformation;EN EXPLOITATION;63kV;Savoie
ZMTME;MTMEL / CBERY G.ILE 1;Point de piquage;EN EXPLOITATION;63kV;Savoie
BAILL;BAILLEUL;Poste de transformation;EN EXPLOITATION;90kV;Nord
LESTR;LESTREM;Poste de transformation;EN EXPLOITATION;225kV;Nord
ZGALE;PIQUAGE GALERES A CHELLES (ZGALE);Point de piquage;EN EXPLOITATION;225kV;Seine-Saint-Denis
ZGARG;PIQUAGE A EPONE;Point de piquage;EN EXPLOITATION;63kV;Yvelines
ZGOLB;PIQUAGE GOLBEY;Point de piquage;EN EXPLOITATION;225kV;Vosges
DOBER;DOBERIE;Poste de transformation;EN EXPLOITATION;225kV;Côtes-d'Armor
BELIE;BELIET;Poste de transformation;EN EXPLOITATION;63kV;Gironde
DESCA;DESCARTES;Poste de transformation;EN EXPLOITATION;90kV;Vienne
ARSOT;ARSOT;Poste de transformation;EN EXPLOITATION;63kV;Territoire de Belfort
DIEP5;DIEPPEDALLE (ENEDIS);Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
DIEUZ;DIEUZE;Poste de transformation;EN EXPLOITATION;63kV;Moselle
RIOM;RIOM;Poste de transformation;EN EXPLOITATION;63kV;Puy-de-Dôme
BARP;BARP (LE);Poste de transformation;EN EXPLOITATION;225kV;Gironde
DRULI;DRULINGEN;Poste de transformation;EN EXPLOITATION;63kV;Bas-Rhin
ESCOU;ESCOULOUBRE;Poste de transformation;EN EXPLOITATION;63kV;Ariège
HAUBO;HAUBOURDIN;Poste de transformation;EN EXPLOITATION;90kV;Nord
SADIR;SADIRAC;Poste de transformation;EN EXPLOITATION;63kV;Gironde
BASS5;BASSENS (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;Gironde
B.PRI;BOIS PRINCE (LE);Poste de transformation;EN EXPLOITATION;90kV;Eure-et-Loir
ZB.PR;PIQUAGE A BOIS PRINCE (LE);Point de piquage;EN EXPLOITATION;90kV;Eure-et-Loir
AUBAG;AUBAGNE;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
AUDON;AUDON;Poste de transformation;EN EXPLOITATION;63kV;Landes
BETTI;BETTING;Poste de transformation;EN EXPLOITATION;63kV;Moselle
BLANZ;BLANZY;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
ZJAZE;PIQUAGE A JAZENEUIL;Point de piquage;EN EXPLOITATION;90kV;Deux-Sèvres
AVIG6;AVIGNON (C.N.R.);Poste de transformation;EN EXPLOITATION;225kV;Gard
BLO.N;BLOIS-NORD;Poste de transformation;EN EXPLOITATION;90kV;Loir-et-Cher
ZMERC;PIQUAGE MERCUS (LIAISON FERRIZ31TARAS);Point de piquage;EN EXPLOITATION;63kV;Ariège
ZMAR8;MARNI / AOSTE BRENS 1;Point de piquage;EN EXPLOITATION;225kV;Ain
ZMES5;PIQUAGE A CHAPONOST;Point de piquage;EN EXPLOITATION;63kV;Rhône
ZMOUX;MOUX / CHANC CIZE 1;Point de piquage;EN EXPLOITATION;63kV;Jura
SSAGA;STE-AGATHE;Poste de transformation;EN EXPLOITATION;63kV;Moselle
BORNY;BORNY;Poste de transformation;EN EXPLOITATION;63kV;Moselle
ARDOI;ARDOISE (L );Poste de transformation;EN EXPLOITATION;225kV;Gard
AVIG7;AVIGNONET (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
ZPARI;PIQUAGE PARIZE;Point de piquage;EN EXPLOITATION;63kV;Nièvre
AUREE;AURE;Poste de transformation;ACCORD ADMINISTRATIF;225kV;Hautes-Pyrénées
HOUDE;HOUDELAINCOURT;Poste de transformation;EN EXPLOITATION;63kV;Meuse
ZQUEN;QUENT / ARGOE LAMO5 1;Point de piquage;EN EXPLOITATION;90kV;Somme
ZROUV;PIQUAGE ROUVERADE (LIAISON BRADAZ41REPAI);Point de piquage;EN EXPLOITATION;90kV;Corrèze
ALB;A.L.B.;Poste de transformation;EN EXPLOITATION;63kV;Aisne
SSGRA;ST-GRAVE;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
HENIN;HENIN;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
SSE.C;ST-EGREVE CENTRALE;Poste de transformation;EN EXPLOITATION;63kV;Isère
A.THE;AX-LES-THERMES;Poste de transformation;EN EXPLOITATION;63kV;Ariège
AIRE;AIRE;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
HERRE;HERRENWASSER;Poste de transformation;EN EXPLOITATION;225kV;Bas-Rhin
I.VER;ILE-VERTE;Poste de transformation;EN EXPLOITATION;63kV;Isère
ALLOU;ALLOUIS;Poste de transformation;EN EXPLOITATION;90kV;Cher
HAVRE;HAVRE (LE) (CENTRALE);Poste de transformation;EN EXPLOITATION;400kV;
SAUS2;SAUSSAZ II (LA);Poste de transformation;EN EXPLOITATION;45kV;Savoie
SAUVE;SAUVETAT (LA);Poste de transformation;EN EXPLOITATION;63kV;Lot-et-Garonne
SSPOL;ST-POL;Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
K.LEL;KELLER-LELEUX;Poste de transformation;EN EXPLOITATION;63kV;Gard
KERLI;KERLIVIO;Poste de transformation;EN EXPLOITATION;63kV;Morbihan
COTEL;COTELETTE (LA);Poste de transformation;EN EXPLOITATION;90kV;Marne
PLACH;PLACHY (LE);Poste de transformation;EN EXPLOITATION;225kV;Pas-de-Calais
SSMO5;ST-PIERRE-MONTLIMART;Poste de transformation;EN EXPLOITATION;90kV;Maine-et-Loire
C.ORB;CONQUES-SUR-ORBIEL;Poste de transformation;EN EXPLOITATION;225kV;Aude
PONAN;PONANT;Poste de transformation;EN EXPLOITATION;225kV;Finistère
ZCZE6;PIQUAGE 2 A COUREGES;Point de piquage;EN EXPLOITATION;63kV;Gard
ZQUIN;PIQUAGE A QUINSON;Point de piquage;EN EXPLOITATION;225kV;Alpes-de-Haute-Provence
ZSABR;PIQUAGE A SABRAN;Point de piquage;EN EXPLOITATION;63kV;Gard
ZALL7;PIQUAGE AUX ALLONGETS;Point de piquage;EN EXPLOITATION;225kV;
LANG6;LANGLOIS;Poste de transformation;EN EXPLOITATION;225kV;Seine-et-Marne
ZMAL5;PIQUAGE MALAUNAY A PISSY-POVILLE (ZMAL5);Point de piquage;EN EXPLOITATION;90kV;Seine-Maritime
ZMAR7;PIQUAGE MARLE;Point de piquage;EN EXPLOITATION;63kV;Aisne
ZH.B5;PIQUAGE A HORNOY-LE-BOURG;Point de piquage;EN EXPLOITATION;225kV;Somme
MALES;MALESHERBES;Poste de transformation;EN EXPLOITATION;63kV;Loiret
TRITH;TRITH-ST-LEGER (L.M.E.);Poste de transformation;EN EXPLOITATION;225kV;Nord
V.MAR;VILLE-LE-MARCLET;Poste de transformation;EN EXPLOITATION;90kV;Somme
TILLE;TILLENAY;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
ZPIN5;PIQUAGE A LA BOCCA 2;Point de piquage;EN EXPLOITATION;63kV;Alpes-Maritimes
ZRIVA;RIVAR / BONN6 MIGNA 1;Point de piquage;EN EXPLOITATION;90kV;Vienne
BRUCH;BRUCH;Poste de transformation;EN EXPLOITATION;63kV;Lot-et-Garonne
BUSSA;BUSSAC;Poste de transformation;EN EXPLOITATION;90kV;Gironde
LAMB5;LAMBESC;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
BATEL;BATELIERS;Poste de transformation;EN EXPLOITATION;225kV;Hauts-de-Seine
CHAI5;CHAINEAU (LA);Poste de transformation;EN EXPLOITATION;90kV;Loir-et-Cher
CHARI;CHARIEZ;Poste de transformation;EN EXPLOITATION;63kV;Haute-Saône
CHEVR;CHEVRIL (LE);Poste de transformation;EN EXPLOITATION;63kV;Savoie
RIVE5;RIVES;Poste de transformation;EN EXPLOITATION;63kV;Isère
BELFR;BELFROY;Poste de transformation;EN EXPLOITATION;90kV;Maine-et-Loire
BELLI;BELLIGNAT;Poste de transformation;EN EXPLOITATION;63kV;Ain
YVETO;YVETOT;Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
ZB.VA;B.VAL / B.MON BXCHA 2;Point de piquage;EN EXPLOITATION;225kV;Ardèche
ZBETT;BETTA / AMBER SSV.E 1;Point de piquage;EN EXPLOITATION;63kV;Ain
ZBRUL;BRIAR / GIEN LOMBA 1;Point de piquage;EN EXPLOITATION;90kV;Loiret
N.SE5;NOGENT-SUR-SEINE (POSTE CENTRALE);Poste de transformation;EN EXPLOITATION;400kV;Aube
ZCUPE;PIQUAGE CUPERLY;Point de piquage;EN EXPLOITATION;225kV;Marne
RQRED;ROQUEREDONDE;Poste de transformation;EN EXPLOITATION;63kV;Hérault
RUEIL;RUEIL;Poste de transformation;EN EXPLOITATION;225kV;Yvelines
DRANC;DRANCY;Poste de transformation;EN EXPLOITATION;225kV;Seine-Saint-Denis
DRUME;DRUMETTAZ;Poste de transformation;EN EXPLOITATION;63kV;Savoie
L.NOI;LAC-NOIR;Poste de transformation;EN EXPLOITATION;225kV;Vosges
ZECRA;PIQUAGE A ECRAINVILLE;Point de piquage;EN EXPLOITATION;90kV;Seine-Maritime
ZESQ5;PIQUAGE ESQUIT (LIAISON ASASPZ31E.LES);Point de piquage;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
V.ROM;VOIE ROMAINE;Poste de transformation;EN EXPLOITATION;63kV;Haut-Rhin
CREC6;CRECHETS (LES);Poste de transformation;EN EXPLOITATION;225kV;Nord
LAFFI;LAFFITE;Poste de transformation;EN EXPLOITATION;63kV;Ariège
LAND6;LANDE (LA);Poste de transformation;EN EXPLOITATION;90kV;Indre
SSMED;ST-MEDARD;Poste de transformation;EN EXPLOITATION;63kV;Gironde
SSUSA;ST-USAGE;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
V.BLA;VILLENEUVE-DE-BLAYE;Poste de transformation;EN EXPLOITATION;63kV;Gironde
F.ROI;FERME DU ROI(LA);Poste de transformation;EN EXPLOITATION;90kV;Pas-de-Calais
THOU;THOU (LE);Poste de transformation;EN EXPLOITATION;90kV;Charente-Maritime
CHEYL;CHEYLARD (LE);Poste de transformation;EN EXPLOITATION;63kV;Ardèche
CINTE;CINTEGABELLE;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
CISSA;CISSAC;Poste de transformation;EN EXPLOITATION;225kV;Gironde
CLUNY;CLUNY;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
S.FOU;SIX-FOURS;Poste de transformation;EN EXPLOITATION;63kV;Var
SSVIT;ST-VIT;Poste de transformation;EN EXPLOITATION;63kV;Jura
LAGUI;LAGUIAN;Poste de transformation;EN EXPLOITATION;63kV;Gers
SSAUB;ST-AUBAN;Poste de transformation;EN EXPLOITATION;225kV;Alpes-de-Haute-Provence
S.MO5;SOMMER-MOUZON;Poste de transformation;EN EXPLOITATION;63kV;Ardennes
S.MOU;SALLES-MOUSSAC;Poste de transformation;EN EXPLOITATION;90kV;Charente
ZBREC;SSMRE / GARD9 GODI5 1;Point de piquage;EN EXPLOITATION;90kV;Indre-et-Loire
ZBXLI;BXLIN / J.CLA ORANG 1;Point de piquage;EN EXPLOITATION;90kV;Vienne
ZDALI;CIVRA / COUR SSSAV 1;Point de piquage;EN EXPLOITATION;90kV;Deux-Sèvres
MADIE;MADIERES;Poste de transformation;EN EXPLOITATION;63kV;Hérault
GENIS;GENISSIAT;Poste de transformation;EN EXPLOITATION;225kV;Ain
L.CHA;LONG-CHAMP (LE);Poste de transformation;EN EXPLOITATION;225kV;Aisne
COGNA;COGNAC;Poste de transformation;EN EXPLOITATION;90kV;Charente
COMMA;COMMANDERIE (LA);Poste de transformation;EN EXPLOITATION;90kV;Indre-et-Loire
CONNE;CONNERRE;Poste de transformation;EN EXPLOITATION;90kV;Sarthe
MEDER;MEDERIC;Poste de transformation;EN EXPLOITATION;63kV;Val-de-Marne
LAUSS;LAUSSONNE;Poste de transformation;EN EXPLOITATION;63kV;Haute-Loire
COUDO;COUDON (LE);Poste de transformation;EN EXPLOITATION;225kV;Var
CPRAD;CHAMPRADET;Poste de transformation;EN EXPLOITATION;63kV;Puy-de-Dôme
FONDE;FONDETTES;Poste de transformation;EN EXPLOITATION;90kV;Indre-et-Loire
MALGO;MALGOVERT;Poste de transformation;EN EXPLOITATION;225kV;Savoie
MANDA;MANDARINS;Poste de transformation;EN EXPLOITATION;400kV;Pas-de-Calais
ZRIGO;PIQUAGE A RIGOTTE (LA);Point de piquage;EN EXPLOITATION;225kV;Haute-Marne
LIVAR;LIVAROT;Poste de transformation;EN EXPLOITATION;90kV;Calvados
ZSSN5;PIQUAGE A SAINT-NAZAIRE;Point de piquage;EN EXPLOITATION;63kV;Loire-Atlantique
FROMA;FROMAINVILLE;Poste de transformation;EN EXPLOITATION;225kV;Yvelines
PRAGN;PRAGNERES;Poste de transformation;EN EXPLOITATION;225kV;Hautes-Pyrénées
BAYON;BAYON;Poste de transformation;EN EXPLOITATION;63kV;Meurthe-et-Moselle
GAREI;GAREIN;Poste de transformation;EN EXPLOITATION;63kV;Landes
GONTA;GONTARD;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
MOUGU;MOUGUERRE;Poste de transformation;EN EXPLOITATION;225kV;Pyrénées-Atlantiques
LUXE;LUXE;Poste de transformation;EN EXPLOITATION;90kV;Charente
M.CAM;MAL CAMPEE (LA);Poste de transformation;EN EXPLOITATION;63kV;Ardennes
MAROL;MAROLLES;Poste de transformation;EN EXPLOITATION;225kV;Marne
PRRTT;PIERRETTE (LA);Poste de transformation;EN EXPLOITATION;225kV;Nord
PTARL;PONTARLIER;Poste de transformation;EN EXPLOITATION;225kV;Doubs
ROUSS;ROUSSON;Poste de transformation;EN EXPLOITATION;225kV;Yonne
PAIRE;PAIREUX (LE);Poste de transformation;EN EXPLOITATION;63kV;Ain
ZF.TO;PIQUAGE A FAVERGES-DE-LA-TOUR;Point de piquage;ACCORD ADMINISTRATIF;63kV;Isère
I.SEI;IVRY-SUR-SEINE (PSEM);Poste de transformation;EN EXPLOITATION;63kV;Paris
RIVAL;RIVAL;Poste de transformation;EN EXPLOITATION;63kV;Savoie
MONNA;MONNAIE;Poste de transformation;EN EXPLOITATION;90kV;Indre-et-Loire
MORC5;MORCENX;Poste de transformation;EN EXPLOITATION;63kV;Landes
M.NOU;MAS-NOU;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Orientales
MANOI;MANOIR (LE);Poste de transformation;EN EXPLOITATION;225kV;Eure
MARMA;MARMAGNE;Poste de transformation;EN EXPLOITATION;400kV;Cher
P.CHA;PEYRAT-LE-CHATEAU;Poste de transformation;EN EXPLOITATION;225kV;Haute-Vienne
ZV.MO;V.MOU / LONG6 SAUS2 1;Point de piquage;EN EXPLOITATION;225kV;Savoie
ZP.C5;PIQUAGE A PEYRAT-LE-CHATEAU;Point de piquage;EN EXPLOITATION;225kV;Haute-Vienne
ZLARU;PIQUAGE A LARUNS;Point de piquage;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
ARPEN;ARPENTS (LES);Poste de transformation;EN EXPLOITATION;225kV;Eure-et-Loir
FOULO;FOULONVAL;Poste de transformation;EN EXPLOITATION;90kV;Eure-et-Loir
FTAI8;FONTAINES (LES) (REGIE DE DREUX);Poste de transformation;EN EXPLOITATION;90kV;Eure-et-Loir
BARBU;BARBUISE;Poste de transformation;EN EXPLOITATION;225kV;Aube
GRIGN;GRIGNY;Poste de transformation;EN EXPLOITATION;225kV;Essonne
ZDUV5;PIQUAGE A DUVIGNEAU;Point de piquage;EN EXPLOITATION;225kV;
B.AI7;BEL-AIR (VILLEURBANNE);Poste de transformation;EN EXPLOITATION;63kV;Rhône
VAUB6;VAUBAN (PORT MILITAIRE DE TOULON);Poste de transformation;EN EXPLOITATION;63kV;Var
GUERA;GUERANDE;Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
OBER5;OBERNAI (K.2);Poste de transformation;EN EXPLOITATION;63kV;Bas-Rhin
SSBR5;ST-BRICE;Poste de transformation;EN EXPLOITATION;225kV;Marne
MONNE;MONNET;Poste de transformation;EN EXPLOITATION;225kV;Isère
VEYNE;VEYNES;Poste de transformation;EN EXPLOITATION;63kV;Hautes-Alpes
VEYTI;VEYTISOU (LA);Poste de transformation;EN EXPLOITATION;90kV;Haute-Vienne
MOULI;MOULINELLE (LA);Poste de transformation;EN EXPLOITATION;63kV;Meurthe-et-Moselle
VENDI;VENDIN;Poste de transformation;EN EXPLOITATION;225kV;Pas-de-Calais
1B.E6;BELLE-ETOILE (STATION D EPURATION);Poste de transformation;EN EXPLOITATION;<45kV;Rhône
MTJAY;MONTJAY;Poste de transformation;EN EXPLOITATION;225kV;Essonne
CROCS;CROCS (LES);Poste de transformation;ACCORD ADMINISTRATIF;225kV;Aube
MAUPA;MAUPAS (A CONTAULT);Poste de transformation;EN EXPLOITATION;63kV;Marne
VLEDI;VILLEDIEU;Poste de transformation;EN EXPLOITATION;90kV;Manche
MTJOY;MONTJOYER (EOLIEN 1);Poste de transformation;EN EXPLOITATION;63kV;Drôme
FOUL5;FOULONNIERE;Poste de transformation;EN EXPLOITATION;90kV;Eure
MORON;MORONVILLIERS;Poste de transformation;EN EXPLOITATION;63kV;Marne
GALAT;GALATA;Poste de transformation;ACCORD ADMINISTRATIF;63kV;Loire
V.ILE;VENT-DES-ILES;Poste de transformation;EN EXPLOITATION;225kV;
LIROU;LIROU;Poste de transformation;ACCORD ADMINISTRATIF;63kV;Aude
LARRE;LARREY;Poste de transformation;ACCORD ADMINISTRATIF;225kV;Côte-d'Or
THUEL;THUEL (LE);Poste de transformation;ACCORD ADMINISTRATIF;225kV;Aisne
B.RUM;BOSSUS-LES-RUMIGNY;Poste de transformation;ACCORD ADMINISTRATIF;225kV;Aisne
ROBI6;ROBINE (CANAL DE LA);Poste de transformation;EN EXPLOITATION;63kV;Aude
ZMTCL;PIQUAGE A MONTCLARAT;Point de piquage;EN EXPLOITATION;63kV;Aveyron
BOUS7;BOUSBECQUE;Poste de transformation;EN EXPLOITATION;90kV;
A.BOI;AULNAY-SOUS-BOIS;Poste de transformation;ACCORD ADMINISTRATIF;225kV;Val-d'Oise
ZCH12;PIQUAGE A CHARRAUT (LE);Point de piquage;EN EXPLOITATION;90kV;Vienne
ULISS;ULIS (LES);Poste de transformation;EN EXPLOITATION;225kV;Essonne
MASSI;MASSIAC;Poste de transformation;EN EXPLOITATION;63kV;Cantal
VILLA;VILLARCEAU;Poste de transformation;ACCORD ADMINISTRATIF;225kV;Essonne
COMPI;COMPIEGNE;Poste de transformation;EN EXPLOITATION;225kV;Oise
GRUIS;GRUISSAN;Poste de transformation;EN EXPLOITATION;63kV;
ZCES5;PIQUAGE A CESTAS;Point de piquage;EN EXPLOITATION;63kV;Gironde
LANNE;LANNEMEZAN;Poste de transformation;EN EXPLOITATION;225kV;Hautes-Pyrénées
P.VEY;PONT DE VEYRIERES;Poste de transformation;EN EXPLOITATION;63kV;Ardèche
AUSTE;AUSTERLITZ;Poste de transformation;EN EXPLOITATION;225kV;Paris
MEYME;MEYMES;Poste de transformation;EN EXPLOITATION;63kV;Lot
LESTE;LESTELLE;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
BRABO;BRABOIS;Poste de transformation;EN EXPLOITATION;63kV;Meurthe-et-Moselle
HAYET;HAYETTE (LA);Poste de transformation;EN EXPLOITATION;63kV;Aisne
B.REN;BOIS-RENAUD;Poste de transformation;EN EXPLOITATION;90kV;Essonne
FAIDH;FAIDHERBE;Poste de transformation;EN EXPLOITATION;225kV;Paris
MTPAO;MONTPAON;Poste de transformation;EN EXPLOITATION;63kV;Aveyron
PLUVI;PLUVIGNER;Poste de transformation;ACCORD ADMINISTRATIF;225kV;Morbihan
ATHEL;ATHELIA;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
FABIA;FABIAN;Poste de transformation;EN EXPLOITATION;63kV;Hautes-Pyrénées
GAILL;GAILLAC;Poste de transformation;EN EXPLOITATION;63kV;Tarn
MOUL9;MOULASSE (LA);Poste de transformation;EN EXPLOITATION;63kV;Ariège
P.RIV;POINTIS-DE-RIVIERE;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
SSHEN;ST-HENRI;Poste de transformation;EN EXPLOITATION;63kV;Lot
CRAN;CRAN;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
D.ROS;DAME-ROSE;Poste de transformation;ACCORD ADMINISTRATIF;225kV;Yvelines
LAURA;LAURAS;Poste de transformation;EN EXPLOITATION;63kV;Aveyron
ROUMA;ROUMAGNOLLE;Poste de transformation;EN EXPLOITATION;225kV;Charente-Maritime
TALIZ;TALIZAT;Poste de transformation;EN EXPLOITATION;63kV;Cantal
CUBRY;CUBRY (LE);Poste de transformation;EN EXPLOITATION;90kV;Marne
GOUR5;GOURDAN;Poste de transformation;EN EXPLOITATION;63kV;Hautes-Pyrénées
ANCEL;ANCELPONT;Poste de transformation;EN EXPLOITATION;63kV;Lozère
CHEMI;CHEMILLE;Poste de transformation;EN EXPLOITATION;90kV;Maine-et-Loire
VINTR;VINTROU;Poste de transformation;EN EXPLOITATION;63kV;Tarn
OLONN;OLONNE;Poste de transformation;EN EXPLOITATION;90kV;Vendée
CARLA;CARLA;Poste de transformation;EN EXPLOITATION;63kV;Tarn
BLERI;BLERIOT (ROISSY);Poste de transformation;EN EXPLOITATION;225kV;Val-d'Oise
SAVIG;SAVIGNAC;Poste de transformation;EN EXPLOITATION;225kV;Cantal
GINOU;GINOUX;Poste de transformation;EN EXPLOITATION;HORS TENSION;Ardèche
PARIZ;PARIZE;Poste de transformation;EN EXPLOITATION;63kV;Nièvre
ZYZEU;YZEUR / DOMPI SEMIN 2;Point de piquage;EN EXPLOITATION;63kV;Allier
ZC.RH;PIQUAGE A CHATEAUNEUF (SNCF);Point de piquage;EN EXPLOITATION;63kV;Ardèche
CHAZE;CHAZEAU;Poste de transformation;EN EXPLOITATION;63kV;Nièvre
LACAB;LACABAREDE;Poste de transformation;EN EXPLOITATION;63kV;Tarn
PANNE;PANNESIERE;Poste de transformation;EN EXPLOITATION;63kV;Nièvre
GENET;GENET;Poste de transformation;EN EXPLOITATION;90kV;Maine-et-Loire
CORDE;CORDEAC;Poste de transformation;EN EXPLOITATION;225kV;Isère
ISSE;ISSE;Poste de transformation;EN EXPLOITATION;90kV;Loire-Atlantique
HIS;HIS;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
TREBA;TREBAS;Poste de transformation;EN EXPLOITATION;63kV;Tarn
SSBER;ST-BERON;Poste de transformation;EN EXPLOITATION;63kV;Isère
VLARO;VILLARODIN;Poste de transformation;EN EXPLOITATION;400kV;Savoie
COMTA;COMTAT;Poste de transformation;EN EXPLOITATION;63kV;Vaucluse
THEIL;THEIL (LE);Poste de transformation;EN EXPLOITATION;90kV;Orne
DIEPP;DIEPPE;Poste de transformation;EN EXPLOITATION;90kV;
JUSSA;JUSSAC;Poste de transformation;EN EXPLOITATION;90kV;Cantal
L.CAR;LATOUR-DE-CAROL;Poste de transformation;EN EXPLOITATION;63kV;
L.CE1;LAVAL-DE-CERE I;Poste de transformation;EN EXPLOITATION;63kV;Corrèze
LAFOU;LAFOURGUETTE;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
LAVOI;LAVOIR;Poste de transformation;EN EXPLOITATION;63kV;Côte-d'Or
SSCER;ST-CERE;Poste de transformation;EN EXPLOITATION;63kV;Lot
SSSER;ST-SERNIN;Poste de transformation;EN EXPLOITATION;63kV;Haute-Garonne
SSGEN;ST-GENIEZ;Poste de transformation;EN EXPLOITATION;90kV;Corrèze
SSJAM;STE-JAMME (-SUR-SARTHE);Poste de transformation;EN EXPLOITATION;90kV;Sarthe
ZNAY5;PIQUAGE NAY SNCF (LIAISON COARRZ31SARSA);Point de piquage;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
ZP.HE;P.HER / GORGE VOREP 1;Point de piquage;EN EXPLOITATION;63kV;Isère
ZPENA;PIQUAGE A PEN-AR-VERN;Point de piquage;EN EXPLOITATION;63kV;Finistère
ASASP;ASASP;Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
LOUDU;LOUDUN;Poste de transformation;EN EXPLOITATION;90kV;Vienne
M.LOU;MARIE-LOUISE;Poste de transformation;EN EXPLOITATION;63kV;Haut-Rhin
M.POI;MAS-POINTU;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
SSSA5;ST-SAUVEUR;Poste de transformation;EN EXPLOITATION;63kV;Ardèche
T.NOI;TERRES-NOIRES (S.N.C.F.);Poste de transformation;EN EXPLOITATION;225kV;Nord
SSGE5;ST-GEORGES (CLIENT);Poste de transformation;EN EXPLOITATION;63kV;Rhône
SSLUZ;ST-JEAN-DE-LUZ;Poste de transformation;EN EXPLOITATION;63kV;
STRAS;STRASBOURG;Poste de transformation;EN EXPLOITATION;225kV;Bas-Rhin
LOURD;LOURDES;Poste de transformation;EN EXPLOITATION;63kV;Hautes-Pyrénées
LUCY;LUCY;Poste de transformation;EN EXPLOITATION;63kV;Saône-et-Loire
LAMOR;LAMORUE;Poste de transformation;EN EXPLOITATION;225kV;Yvelines
LECTO;LECTOURE;Poste de transformation;EN EXPLOITATION;63kV;Gers
BOLOG;BOLOGNE (FORGES);Poste de transformation;EN EXPLOITATION;63kV;Haute-Marne
BALLO;BALLON;Poste de transformation;EN EXPLOITATION;90kV;Nord
AUBER;AUBERVILLE;Poste de transformation;EN EXPLOITATION;90kV;Seine-Maritime
BAULE;BAULE (LA)(LA BAULE-ESCOUBLAC);Poste de transformation;EN EXPLOITATION;63kV;Loire-Atlantique
BERRE;BERRE;Poste de transformation;EN EXPLOITATION;63kV;Bouches-du-Rhône
CORB7;CORBEIL;Poste de transformation;EN EXPLOITATION;63kV;Essonne
MAZAM;MAZAMET;Poste de transformation;EN EXPLOITATION;63kV;Tarn
BAGNE;BAGNEAUX;Poste de transformation;EN EXPLOITATION;63kV;Seine-et-Marne
MORTA;MORTAIN;Poste de transformation;EN EXPLOITATION;90kV;Manche
MTEYN;MONTEYNARD;Poste de transformation;EN EXPLOITATION;225kV;Isère
AVOI5;AVOINE (POSTE 400 KV);Poste de transformation;EN EXPLOITATION;400kV;Indre-et-Loire
BALAR;BALARUC;Poste de transformation;EN EXPLOITATION;225kV;Hérault
CORBI;CORBIERE (LA);Poste de transformation;EN EXPLOITATION;225kV;Maine-et-Loire
TASSE;TASSET;Poste de transformation;EN EXPLOITATION;63kV;Haute-Savoie
LATEN;LATENA;Poste de transformation;EN EXPLOITATION;400kV;Oise
LONNY;LONNY;Poste de transformation;EN EXPLOITATION;400kV;Ardennes
TERRI;TERRIER;Poste de transformation;EN EXPLOITATION;400kV;Oise
MOIRA;MOIRANS;Poste de transformation;EN EXPLOITATION;225kV;Isère
PERRE;PERRET;Poste de transformation;EN EXPLOITATION;225kV;Hauts-de-Seine
PRELE;PRELES (LES);Poste de transformation;EN EXPLOITATION;225kV;Yonne
DIEUL;DIEULEFIT;Poste de transformation;EN EXPLOITATION;63kV;Drôme
GUPIE;GUPIE;Poste de transformation;EN EXPLOITATION;225kV;Lot-et-Garonne
LONGC;LONGCHAMP (RUFFEC);Poste de transformation;EN EXPLOITATION;90kV;Charente
LACQ;LACQ (S.N.C.F.);Poste de transformation;EN EXPLOITATION;63kV;Pyrénées-Atlantiques
